Year,Month,Product_ID,Product_Name,Product_Category,Product_Cost,Product_Price,Store_City,Store_Location,Units,Actual_Product_Price,Revenue,xRevenue,Profit
2022,1,1,Action Figure,Toys,9.99,15.99,Monterrey,Downtown,59,15.781525423728814,931.11,943.41,341.7
2022,1,1,Action Figure,Toys,9.99,15.99,Monterrey,Residential,120,15.83858407079646,1898.89,1918.8,700.0899999999999
2022,1,1,Action Figure,Toys,9.99,15.99,Morelia,Downtown,35,15.528571428571428,543.5,559.65,193.85
2022,1,1,Action Figure,Toys,9.99,15.99,Oaxaca,Downtown,122,15.7412,1924.64,1950.78,705.86
2022,1,1,Action Figure,Toys,9.99,15.99,Pachuca,Downtown,23,15.51909090909091,357.02,367.77,127.25
2022,1,1,Action Figure,Toys,9.99,15.99,Puebla,Commercial,37,15.966486486486486,590.76,591.63,221.13
2022,1,1,Action Figure,Toys,9.99,15.99,Puebla,Downtown,144,15.773406593406595,2280.2,2302.56,841.64
2022,1,1,Action Figure,Toys,9.99,15.99,Puebla,Residential,97,15.356951219512196,1486.52,1551.03,517.49
2022,1,1,Action Figure,Toys,9.99,15.99,Saltillo,Commercial,61,15.415409836065574,940.34,975.39,330.95000000000005
2022,1,1,Action Figure,Toys,9.99,15.99,Saltillo,Downtown,84,15.8522,1332.48,1343.16,493.31999999999994
2022,1,1,Action Figure,Toys,9.99,15.99,San Luis Potosi,Downtown,72,15.490833333333333,1115.34,1151.28,396.06
2022,1,1,Action Figure,Toys,9.99,15.99,Santiago,Downtown,101,15.802376237623761,1596.04,1614.99,587.05
2022,1,1,Action Figure,Toys,9.99,15.99,Toluca,Commercial,74,15.695454545454545,1154.7,1183.26,415.44000000000005
2022,1,1,Action Figure,Toys,9.99,15.99,Toluca,Downtown,78,15.525606060606062,1204.45,1247.22,425.23
2022,1,1,Action Figure,Toys,9.99,15.99,Tuxtla Gutierrez,Downtown,74,15.660000000000002,1169.04,1183.26,429.7800000000001
2022,1,1,Action Figure,Toys,9.99,15.99,Villahermosa,Downtown,39,15.753076923076923,614.37,623.61,224.76
2022,1,1,Action Figure,Toys,9.99,15.99,Xalapa,Commercial,127,15.588636363636363,1984.63,2030.73,715.9000000000001
2022,1,1,Action Figure,Toys,9.99,15.99,Xalapa,Downtown,28,15.57,436.0,447.72,156.28
2022,1,1,Action Figure,Toys,9.99,15.99,Zacatecas,Downtown,87,15.515200000000002,1350.72,1391.13,481.59
2022,1,2,Animal Figures,Toys,9.99,12.99,Aguascalientes,Downtown,5,12.53,62.65,64.95,12.699999999999996
2022,1,2,Animal Figures,Toys,9.99,12.99,Campeche,Commercial,61,12.814545454545454,784.33,792.39,174.94000000000003
2022,1,2,Animal Figures,Toys,9.99,12.99,Campeche,Downtown,4,12.3,49.2,51.96,9.240000000000002
2022,1,2,Animal Figures,Toys,9.99,12.99,Chetumal,Downtown,65,12.437297297297297,802.9,844.35,153.55
2022,1,2,Animal Figures,Toys,9.99,12.99,Chihuahua,Commercial,13,12.667692307692308,164.68,168.87,34.81
2022,1,2,Animal Figures,Toys,9.99,12.99,Chihuahua,Downtown,26,12.788076923076924,332.49,337.74,72.75
2022,1,2,Animal Figures,Toys,9.99,12.99,Chilpancingo,Downtown,12,12.199999999999998,146.39999999999998,155.88,26.51999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Ciudad Victoria,Downtown,14,12.819999999999999,179.48,181.86,39.61999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Cuernavaca,Downtown,39,12.77,498.03000000000003,506.61,108.41999999999997
2022,1,2,Animal Figures,Toys,9.99,12.99,Cuidad de Mexico,Airport,21,12.75,269.03000000000003,272.79,59.239999999999995
2022,1,2,Animal Figures,Toys,9.99,12.99,Cuidad de Mexico,Commercial,19,12.95125,246.28000000000003,246.81,56.470000000000006
2022,1,2,Animal Figures,Toys,9.99,12.99,Cuidad de Mexico,Downtown,50,12.668780487804877,635.52,649.5,136.02
2022,1,2,Animal Figures,Toys,9.99,12.99,Cuidad de Mexico,Residential,49,12.90090909090909,631.5500000000001,636.51,142.04
2022,1,2,Animal Figures,Toys,9.99,12.99,Culiacan,Downtown,10,12.53,125.3,129.9,25.39999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Durango,Downtown,12,12.698333333333332,152.38,155.88,32.49999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Guadalajara,Airport,70,12.9488,907.04,909.3,207.74
2022,1,2,Animal Figures,Toys,9.99,12.99,Guadalajara,Commercial,47,12.69808510638298,596.8100000000001,610.53,127.28000000000002
2022,1,2,Animal Figures,Toys,9.99,12.99,Guadalajara,Downtown,40,12.66175,506.46999999999997,519.6,106.86999999999998
2022,1,2,Animal Figures,Toys,9.99,12.99,Guadalajara,Residential,7,12.4,86.8,90.93,16.87
2022,1,2,Animal Figures,Toys,9.99,12.99,Guanajuato,Commercial,20,12.8465,256.93,259.8,57.12999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Guanajuato,Downtown,153,12.746637168141595,1957.81,1987.47,429.34
2022,1,2,Animal Figures,Toys,9.99,12.99,Hermosillo,Downtown,46,12.447826086956523,572.6,597.54,113.06
2022,1,2,Animal Figures,Toys,9.99,12.99,Hermosillo,Residential,19,12.756315789473684,242.37,246.81,52.55999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,La Paz,Downtown,12,12.666666666666666,152.0,155.88,32.120000000000005
2022,1,2,Animal Figures,Toys,9.99,12.99,Merida,Downtown,14,12.74642857142857,178.45,181.86,38.589999999999996
2022,1,2,Animal Figures,Toys,9.99,12.99,Mexicali,Commercial,24,12.74,305.76,311.76,66.0
2022,1,2,Animal Figures,Toys,9.99,12.99,Mexicali,Downtown,22,12.819090909090908,282.02,285.78000000000003,62.24000000000001
2022,1,2,Animal Figures,Toys,9.99,12.99,Monterrey,Airport,25,12.6656,316.64,324.75,66.88999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Monterrey,Commercial,37,12.796756756756757,473.48,480.63,103.85
2022,1,2,Animal Figures,Toys,9.99,12.99,Monterrey,Downtown,24,12.5,300.0,311.76,60.24
2022,1,2,Animal Figures,Toys,9.99,12.99,Monterrey,Residential,21,12.8,268.8,272.79,59.00999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Morelia,Downtown,13,12.803846153846154,166.45,168.87,36.58
2022,1,2,Animal Figures,Toys,9.99,12.99,Oaxaca,Downtown,48,12.6175,605.64,623.52,126.12
2022,1,2,Animal Figures,Toys,9.99,12.99,Pachuca,Downtown,52,12.635454545454547,659.4,675.48,139.92
2022,1,2,Animal Figures,Toys,9.99,12.99,Puebla,Commercial,22,12.968181818181819,285.3,285.78000000000003,65.52000000000001
2022,1,2,Animal Figures,Toys,9.99,12.99,Puebla,Downtown,11,12.83090909090909,141.14,142.89000000000001,31.249999999999996
2022,1,2,Animal Figures,Toys,9.99,12.99,Puebla,Residential,65,12.801224489795919,830.8100000000001,844.35,181.46
2022,1,2,Animal Figures,Toys,9.99,12.99,Saltillo,Commercial,41,12.78219512195122,524.07,532.59,114.48
2022,1,2,Animal Figures,Toys,9.99,12.99,Saltillo,Downtown,40,12.76825,510.73,519.6,111.12999999999998
2022,1,2,Animal Figures,Toys,9.99,12.99,San Luis Potosi,Downtown,27,12.72,343.44,350.73,73.71000000000001
2022,1,2,Animal Figures,Toys,9.99,12.99,Santiago,Downtown,3,12.74,38.22,38.97,8.25
2022,1,2,Animal Figures,Toys,9.99,12.99,Toluca,Commercial,10,12.669999999999998,126.69999999999999,129.9,26.79999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Toluca,Downtown,36,12.7675,459.63,467.64,99.99
2022,1,2,Animal Figures,Toys,9.99,12.99,Tuxtla Gutierrez,Downtown,19,12.683157894736842,240.98000000000002,246.81,51.17000000000001
2022,1,2,Animal Figures,Toys,9.99,12.99,Villahermosa,Downtown,13,12.93,168.09,168.87,38.21999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Xalapa,Commercial,87,12.657413793103448,1103.08,1130.13,233.95
2022,1,2,Animal Figures,Toys,9.99,12.99,Xalapa,Downtown,23,12.786521739130436,294.09000000000003,298.77,64.32
2022,1,2,Animal Figures,Toys,9.99,12.99,Zacatecas,Downtown,22,12.805454545454547,281.72,285.78000000000003,61.94
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Aguascalientes,Downtown,12,3.9,46.8,47.88,22.919999999999998
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Durango,Downtown,16,3.78,60.48,63.84,28.639999999999997
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Guadalajara,Downtown,11,3.75,41.25,43.89,19.36
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Hermosillo,Commercial,5,3.78,18.9,19.950000000000003,8.95
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Mexicali,Commercial,9,3.96,35.64,35.910000000000004,17.73
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Morelia,Downtown,5,3.8199999999999994,19.099999999999998,19.950000000000003,9.149999999999999
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Pachuca,Downtown,10,3.96,39.6,39.900000000000006,19.7
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Santiago,Downtown,3,3.76,11.28,11.97,5.31
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Xalapa,Commercial,5,3.91,19.55,19.950000000000003,9.600000000000001
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Aguascalientes,Downtown,14,12.39,173.46,181.86,33.60000000000001
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Chetumal,Downtown,3,12.410000000000002,37.230000000000004,38.97,7.26
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Chihuahua,Commercial,13,12.389999999999999,161.07,168.87,31.200000000000003
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Chihuahua,Downtown,29,12.707241379310345,368.51,376.71,78.80000000000001
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Cuidad de Mexico,Residential,17,12.39,210.63,220.83,40.800000000000004
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Culiacan,Downtown,30,12.434,373.02,389.7,73.32
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Guadalajara,Residential,5,12.98,64.9,64.95,14.950000000000001
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Mexicali,Commercial,7,12.45,87.14999999999999,90.93,17.21999999999999
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Monterrey,Airport,4,12.95,51.8,51.96,11.839999999999996
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Monterrey,Downtown,3,12.39,37.17,38.97,7.200000000000001
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Morelia,Downtown,12,12.69,152.28,155.88,32.39999999999999
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Pachuca,Downtown,13,12.873846153846156,167.36,168.87,37.49
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Saltillo,Downtown,8,12.61,100.88,103.92,20.959999999999994
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Villahermosa,Downtown,8,12.31,98.48,103.92,18.560000000000002
2022,1,5,Classic Dominoes,Games,7.99,9.99,Campeche,Downtown,11,9.565454545454545,105.22,109.89,17.33
2022,1,5,Classic Dominoes,Games,7.99,9.99,Chetumal,Downtown,21,9.604285714285714,201.69,209.79,33.89999999999999
2022,1,5,Classic Dominoes,Games,7.99,9.99,Chihuahua,Commercial,4,9.37,37.48,39.96,5.519999999999996
2022,1,5,Classic Dominoes,Games,7.99,9.99,Chihuahua,Downtown,40,9.8295,393.18,399.6,73.58
2022,1,5,Classic Dominoes,Games,7.99,9.99,Cuidad de Mexico,Residential,25,9.626800000000001,240.67000000000002,249.75,40.92
2022,1,5,Classic Dominoes,Games,7.99,9.99,Culiacan,Downtown,22,9.670909090909092,212.76000000000002,219.78,36.980000000000004
2022,1,5,Classic Dominoes,Games,7.99,9.99,Guadalajara,Residential,11,9.424545454545454,103.67,109.89,15.779999999999994
2022,1,5,Classic Dominoes,Games,7.99,9.99,Guanajuato,Commercial,12,9.53,114.35999999999999,119.88,18.47999999999999
2022,1,5,Classic Dominoes,Games,7.99,9.99,Guanajuato,Residential,46,9.815869565217392,451.53000000000003,459.54,83.99000000000001
2022,1,5,Classic Dominoes,Games,7.99,9.99,La Paz,Downtown,13,9.65,125.45,129.87,21.580000000000002
2022,1,5,Classic Dominoes,Games,7.99,9.99,Merida,Downtown,17,9.42,160.14,169.83,24.309999999999995
2022,1,5,Classic Dominoes,Games,7.99,9.99,Mexicali,Commercial,9,9.99,89.91,89.91,18.0
2022,1,5,Classic Dominoes,Games,7.99,9.99,Monterrey,Downtown,19,9.625263157894736,182.88,189.81,31.069999999999986
2022,1,5,Classic Dominoes,Games,7.99,9.99,Pachuca,Downtown,10,9.37,93.69999999999999,99.9,13.79999999999999
2022,1,5,Classic Dominoes,Games,7.99,9.99,Puebla,Commercial,13,9.98,129.74,129.87,25.870000000000005
2022,1,5,Classic Dominoes,Games,7.99,9.99,San Luis Potosi,Downtown,3,9.93,29.79,29.97,5.8199999999999985
2022,1,6,Colorbuds,Electronics,6.99,14.99,Aguascalientes,Downtown,159,14.537652173913044,2303.5,2383.41,1192.09
2022,1,6,Colorbuds,Electronics,6.99,14.99,Campeche,Commercial,170,14.53360655737705,2488.4,2548.3,1300.1
2022,1,6,Colorbuds,Electronics,6.99,14.99,Campeche,Downtown,152,14.86108910891089,2255.85,2278.48,1193.37
2022,1,6,Colorbuds,Electronics,6.99,14.99,Chetumal,Downtown,175,14.5868,2550.1,2623.25,1326.85
2022,1,6,Colorbuds,Electronics,6.99,14.99,Chihuahua,Commercial,164,14.73065693430657,2419.76,2458.36,1273.3999999999999
2022,1,6,Colorbuds,Electronics,6.99,14.99,Chihuahua,Downtown,102,14.540675675675676,1489.29,1528.98,776.31
2022,1,6,Colorbuds,Electronics,6.99,14.99,Chilpancingo,Downtown,115,14.49904761904762,1661.9,1723.85,858.05
2022,1,6,Colorbuds,Electronics,6.99,14.99,Ciudad Victoria,Downtown,272,14.606267605633803,3954.17,4077.28,2052.89
2022,1,6,Colorbuds,Electronics,6.99,14.99,Cuernavaca,Downtown,160,14.55375,2322.83,2398.4,1204.43
2022,1,6,Colorbuds,Electronics,6.99,14.99,Cuidad de Mexico,Airport,402,14.725202312138729,5904.35,6025.98,3094.37
2022,1,6,Colorbuds,Electronics,6.99,14.99,Cuidad de Mexico,Commercial,103,14.646046511627906,1513.54,1543.97,793.5699999999999
2022,1,6,Colorbuds,Electronics,6.99,14.99,Cuidad de Mexico,Downtown,146,14.698761061946904,2153.32,2188.54,1132.78
2022,1,6,Colorbuds,Electronics,6.99,14.99,Cuidad de Mexico,Residential,87,14.600869565217392,1269.3600000000001,1304.13,661.23
2022,1,6,Colorbuds,Electronics,6.99,14.99,Culiacan,Downtown,103,14.585102040816325,1508.0,1543.97,788.03
2022,1,6,Colorbuds,Electronics,6.99,14.99,Durango,Downtown,103,14.669361702127661,1512.49,1543.97,792.52
2022,1,6,Colorbuds,Electronics,6.99,14.99,Guadalajara,Airport,289,14.548242424242424,4213.56,4332.11,2193.45
2022,1,6,Colorbuds,Electronics,6.99,14.99,Guadalajara,Commercial,278,14.608064516129033,4064.84,4167.22,2121.62
2022,1,6,Colorbuds,Electronics,6.99,14.99,Guadalajara,Downtown,368,14.510055248618785,5388.76,5516.32,2816.44
2022,1,6,Colorbuds,Electronics,6.99,14.99,Guadalajara,Residential,5,14.98,74.9,74.95,39.95
2022,1,6,Colorbuds,Electronics,6.99,14.99,Guanajuato,Commercial,134,14.718425925925926,1979.33,2008.66,1042.67
2022,1,6,Colorbuds,Electronics,6.99,14.99,Guanajuato,Downtown,126,14.53888888888889,1831.9,1888.74,951.16
2022,1,6,Colorbuds,Electronics,6.99,14.99,Guanajuato,Residential,51,14.75,752.25,764.49,395.76
2022,1,6,Colorbuds,Electronics,6.99,14.99,Hermosillo,Commercial,275,14.501481481481482,3999.21,4122.25,2076.96
2022,1,6,Colorbuds,Electronics,6.99,14.99,Hermosillo,Downtown,132,14.670133333333332,1939.25,1978.68,1016.5699999999999
2022,1,6,Colorbuds,Electronics,6.99,14.99,Hermosillo,Residential,202,14.611650485436893,2973.95,3027.98,1561.97
2022,1,6,Colorbuds,Electronics,6.99,14.99,La Paz,Downtown,40,14.408750000000001,576.35,599.6,296.75
2022,1,6,Colorbuds,Electronics,6.99,14.99,Merida,Downtown,139,14.59843373493976,2020.3700000000001,2083.61,1048.76
2022,1,6,Colorbuds,Electronics,6.99,14.99,Mexicali,Commercial,331,14.658961038961039,4875.43,4961.69,2561.74
2022,1,6,Colorbuds,Electronics,6.99,14.99,Mexicali,Downtown,204,14.39967320261438,2953.8,3057.96,1527.84
2022,1,6,Colorbuds,Electronics,6.99,14.99,Monterrey,Airport,286,14.663404255319149,4183.78,4287.14,2184.64
2022,1,6,Colorbuds,Electronics,6.99,14.99,Monterrey,Commercial,145,14.612123893805311,2123.77,2173.55,1110.22
2022,1,6,Colorbuds,Electronics,6.99,14.99,Monterrey,Downtown,336,14.609430379746835,4903.28,5036.64,2554.64
2022,1,6,Colorbuds,Electronics,6.99,14.99,Monterrey,Residential,209,14.587181818181817,3052.11,3132.91,1591.2
2022,1,6,Colorbuds,Electronics,6.99,14.99,Morelia,Downtown,331,14.644563758389262,4851.74,4961.69,2538.0499999999997
2022,1,6,Colorbuds,Electronics,6.99,14.99,Oaxaca,Downtown,5,14.99,74.95,74.95,40.0
2022,1,6,Colorbuds,Electronics,6.99,14.99,Pachuca,Downtown,53,14.772264150943395,782.93,794.47,412.46
2022,1,6,Colorbuds,Electronics,6.99,14.99,Puebla,Commercial,125,14.390232558139534,1798.75,1873.75,925.0
2022,1,6,Colorbuds,Electronics,6.99,14.99,Puebla,Downtown,168,14.644508196721313,2443.92,2518.32,1269.6000000000001
2022,1,6,Colorbuds,Electronics,6.99,14.99,Puebla,Residential,132,14.5559,1934.15,1978.68,1011.47
2022,1,6,Colorbuds,Electronics,6.99,14.99,Saltillo,Commercial,103,14.571030927835052,1499.85,1543.97,779.88
2022,1,6,Colorbuds,Electronics,6.99,14.99,Saltillo,Downtown,176,14.472288135593221,2570.86,2638.2400000000002,1340.62
2022,1,6,Colorbuds,Electronics,6.99,14.99,San Luis Potosi,Downtown,51,14.842162162162161,754.63,764.49,398.14
2022,1,6,Colorbuds,Electronics,6.99,14.99,Santiago,Downtown,175,14.74901098901099,2594.79,2623.25,1371.54
2022,1,6,Colorbuds,Electronics,6.99,14.99,Toluca,Commercial,55,14.159818181818181,778.79,824.45,394.34
2022,1,6,Colorbuds,Electronics,6.99,14.99,Toluca,Downtown,110,14.521192660550458,1597.79,1648.9,828.89
2022,1,6,Colorbuds,Electronics,6.99,14.99,Tuxtla Gutierrez,Downtown,141,14.74909090909091,2076.36,2113.59,1090.77
2022,1,6,Colorbuds,Electronics,6.99,14.99,Villahermosa,Downtown,141,14.511881188118812,2039.41,2113.59,1053.82
2022,1,6,Colorbuds,Electronics,6.99,14.99,Xalapa,Commercial,147,14.563944954128441,2129.37,2203.53,1101.84
2022,1,6,Colorbuds,Electronics,6.99,14.99,Xalapa,Downtown,199,14.679745762711864,2904.24,2983.0099999999998,1513.23
2022,1,6,Colorbuds,Electronics,6.99,14.99,Zacatecas,Downtown,35,14.877142857142859,520.7,524.65,276.05
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Aguascalientes,Downtown,22,15.530909090909091,341.68,351.78000000000003,77.89999999999998
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Campeche,Commercial,8,15.635,125.08,127.92,29.16
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Campeche,Downtown,9,15.615555555555554,140.54,143.91,32.63
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Chetumal,Downtown,59,15.47813559322034,913.21,943.41,205.8
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Chihuahua,Commercial,25,15.604000000000001,390.1,399.75,90.35000000000001
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Chihuahua,Downtown,10,15.74125,157.63,159.9,37.73
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Chilpancingo,Downtown,41,15.670487804878048,642.49,655.59,150.9
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Ciudad Victoria,Downtown,17,15.751764705882351,267.78,271.83,63.949999999999996
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Cuernavaca,Downtown,33,15.578260869565218,513.2,527.67,117.52999999999999
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Cuidad de Mexico,Airport,25,15.6844,392.11,399.75,92.36
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Cuidad de Mexico,Commercial,47,15.601081081081082,737.04,751.53,173.51
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Cuidad de Mexico,Downtown,137,15.744492753623186,2157.2,2190.63,514.5699999999999
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Cuidad de Mexico,Residential,20,15.689000000000002,313.78000000000003,319.8,73.98
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Culiacan,Downtown,2,15.85,31.7,31.98,7.719999999999999
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Guadalajara,Airport,43,15.739534883720932,676.8000000000001,687.57,161.23000000000002
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Guadalajara,Commercial,41,15.703157894736842,644.06,655.59,152.46999999999997
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Guadalajara,Downtown,40,15.9025,636.1,639.6,156.5
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Guadalajara,Residential,24,15.68,376.32,383.76,88.55999999999997
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Guanajuato,Commercial,23,15.592173913043478,358.62,367.77,82.85
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Guanajuato,Downtown,88,15.49608695652174,1370.03,1407.1200000000001,314.90999999999997
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Guanajuato,Residential,20,15.875,317.5,319.8,77.69999999999999
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Hermosillo,Downtown,57,15.842807017543858,903.04,911.4300000000001,219.61
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Hermosillo,Residential,15,15.756,236.34,239.85,56.49
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,La Paz,Downtown,5,15.222,76.11,79.95,16.16
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Merida,Downtown,35,15.714857142857142,550.02,559.65,130.36999999999998
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Mexicali,Commercial,51,15.364333333333333,779.71,815.49,168.21999999999997
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Mexicali,Downtown,34,15.99,543.66,543.66,136.0
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Monterrey,Airport,61,15.742,960.1,975.39,228.70999999999998
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Monterrey,Downtown,58,15.704285714285714,912.16,927.42,216.73999999999998
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Monterrey,Residential,54,15.618285714285713,843.04,863.46,195.57999999999998
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Morelia,Downtown,32,15.296875,489.5,511.68,105.82000000000001
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Oaxaca,Downtown,88,15.94032258064516,1397.6,1407.1200000000001,342.47999999999996
