Date,Product_ID,Product_Name,Product_Category,Product_Cost,Product_Price,Units,Actual_Product_Price,Revenue,xRevenue,Profit
2022-01-06,33,Teddy Bear,Toys,10.99,12.49,10,11.72,117.2,124.9,7.300000000000004
2022-01-06,34,Toy Robot,Electronics,20.99,25.99,64,25.990000000000002,1663.36,1663.36,320.0
2022-01-07,1,Action Figure,Toys,9.99,15.99,38,15.99,607.62,607.62,228.0
2022-01-07,2,Animal Figures,Toys,9.99,12.99,134,12.74,1707.16,1740.66,368.5
2022-01-07,4,Chutes & Ladders,Games,9.99,12.99,3,12.410000000000002,37.230000000000004,38.97,7.26
2022-01-07,5,Classic Dominoes,Games,7.99,9.99,7,9.34,65.38,69.93,9.449999999999998
2022-01-07,6,Colorbuds,Electronics,6.99,14.99,230,14.99,3447.7,3447.7,1840.0
2022-01-07,7,Dart Gun,Sports & Outdoors,11.99,15.99,77,15.98,1230.46,1231.23,307.23
2022-01-07,8,Deck Of Cards,Games,3.99,6.99,85,6.85,582.25,594.15,243.09999999999997
2022-01-07,9,Dino Egg,Toys,9.99,10.99,115,10.97,1261.5500000000002,1263.85,112.70000000000005
2022-01-07,10,Dinosaur Figures,Toys,10.99,14.99,4,14.62,58.48,59.96,14.519999999999996
2022-01-07,14,Glass Marbles,Games,5.99,10.99,53,10.52,557.56,582.47,240.08999999999997
2022-01-07,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,76,19.32,1468.32,1519.2399999999998,405.08
2022-01-07,18,Lego Bricks,Toys,34.99,38.99,101,38.9,3928.8999999999996,3937.9900000000002,394.9099999999996
2022-01-07,20,Mini Basketball Hoop,Sports & Outdoors,8.99,23.99,6,23.98,143.88,143.94,89.94
2022-01-07,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,50,9.68,484.0,499.5,134.49999999999997
2022-01-07,24,Nerf Gun,Sports & Outdoors,14.99,18.99,27,18.91,510.57,512.7299999999999,105.84
2022-01-07,25,PlayDoh Can,Art & Crafts,1.99,2.99,30,2.9100000000000006,87.30000000000001,89.7,27.600000000000005
2022-01-07,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,121,4.35,526.3499999999999,543.2900000000001,104.05999999999993
2022-01-07,30,Rubik's Cube,Games,16.99,18.99,86,18.82,1618.52,1633.1399999999999,157.38000000000017
2022-01-07,31,Splash Balls,Sports & Outdoors,7.99,8.99,23,8.98,206.54000000000002,206.77,22.770000000000003
2022-01-07,33,Teddy Bear,Toys,10.99,12.49,1,12.27,12.27,12.49,1.2799999999999994
2022-01-07,34,Toy Robot,Electronics,20.99,25.99,112,24.71,2767.52,2910.8799999999997,416.64000000000027
2022-01-08,1,Action Figure,Toys,9.99,15.99,138,15.15,2090.7000000000003,2206.62,712.08
2022-01-08,2,Animal Figures,Toys,9.99,12.99,55,12.82,705.1,714.45,155.65
2022-01-08,3,Barrel O' Slime,Art & Crafts,1.99,3.99,12,3.9,46.8,47.88,22.919999999999998
2022-01-08,4,Chutes & Ladders,Games,9.99,12.99,12,12.61,151.32,155.88,31.43999999999999
2022-01-08,5,Classic Dominoes,Games,7.99,9.99,41,9.42,386.21999999999997,409.59000000000003,58.62999999999999
2022-01-08,6,Colorbuds,Electronics,6.99,14.99,337,14.759999999999998,4974.12,5051.63,2618.49
2022-01-08,7,Dart Gun,Sports & Outdoors,11.99,15.99,112,15.49,1734.88,1790.88,392.0
2022-01-08,8,Deck Of Cards,Games,3.99,6.99,332,6.96,2310.72,2320.68,986.04
2022-01-08,9,Dino Egg,Toys,9.99,10.99,106,10.5,1113.0,1164.94,54.059999999999974
2022-01-08,10,Dinosaur Figures,Toys,10.99,14.99,35,14.820000000000002,518.7,524.65,134.05
2022-01-08,14,Glass Marbles,Games,5.99,10.99,108,10.98,1185.84,1186.92,538.9200000000001
2022-01-08,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,24,19.01,456.24,479.76,120.48000000000003
2022-01-08,18,Lego Bricks,Toys,34.99,38.99,20,37.72,754.4,779.8000000000001,54.59999999999994
2022-01-08,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,66,9.97,658.0200000000001,659.34,196.68000000000004
2022-01-08,22,Monopoly,Games,13.99,18.99,6,18.94,113.64000000000001,113.94,29.700000000000006
2022-01-08,24,Nerf Gun,Sports & Outdoors,14.99,18.99,18,18.72,336.96,341.82,67.13999999999997
2022-01-08,25,PlayDoh Can,Art & Crafts,1.99,2.99,105,2.99,313.95000000000005,313.95000000000005,105.00000000000003
2022-01-08,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,59,4.45,262.55,264.91,56.64
2022-01-08,30,Rubik's Cube,Games,16.99,18.99,97,18.89,1832.3300000000002,1842.03,184.3000000000002
2022-01-08,31,Splash Balls,Sports & Outdoors,7.99,8.99,59,8.95,528.05,530.41,56.639999999999944
2022-01-08,33,Teddy Bear,Toys,10.99,12.49,25,12.34,308.5,312.25,33.74999999999999
2022-01-08,34,Toy Robot,Electronics,20.99,25.99,33,25.99,857.67,857.67,165.0
2022-01-09,1,Action Figure,Toys,9.99,15.99,135,15.59,2104.65,2158.65,756.0
2022-01-09,3,Barrel O' Slime,Art & Crafts,1.99,3.99,5,3.91,19.55,19.950000000000003,9.600000000000001
2022-01-09,5,Classic Dominoes,Games,7.99,9.99,4,9.96,39.84,39.96,7.880000000000003
2022-01-09,6,Colorbuds,Electronics,6.99,14.99,304,14.99,4556.96,4556.96,2432.0
2022-01-09,7,Dart Gun,Sports & Outdoors,11.99,15.99,8,15.69,125.52,127.92,29.599999999999994
2022-01-09,8,Deck Of Cards,Games,3.99,6.99,89,6.950000000000001,618.5500000000001,622.11,263.44
2022-01-09,9,Dino Egg,Toys,9.99,10.99,19,10.96,208.24,208.81,18.430000000000014
2022-01-09,10,Dinosaur Figures,Toys,10.99,14.99,29,14.989999999999998,434.71,434.71,116.0
2022-01-09,14,Glass Marbles,Games,5.99,10.99,5,10.54,52.699999999999996,54.95,22.749999999999993
2022-01-09,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,9,18.74,168.66,179.91,42.749999999999986
2022-01-09,18,Lego Bricks,Toys,34.99,38.99,39,38.9,1517.1,1520.6100000000001,152.48999999999987
2022-01-09,22,Monopoly,Games,13.99,18.99,13,18.82,244.66,246.86999999999998,62.79
2022-01-09,24,Nerf Gun,Sports & Outdoors,14.99,18.99,8,17.7,141.6,151.92,21.679999999999993
2022-01-09,25,PlayDoh Can,Art & Crafts,1.99,2.99,19,2.89,54.910000000000004,56.81,17.1
2022-01-09,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,43,4.38,188.34,193.07000000000002,38.26999999999999
2022-01-09,30,Rubik's Cube,Games,16.99,18.99,33,18.05,595.65,626.67,34.980000000000075
2022-01-09,31,Splash Balls,Sports & Outdoors,7.99,8.99,39,8.99,350.61,350.61,39.0
2022-01-09,33,Teddy Bear,Toys,10.99,12.49,18,11.92,214.56,224.82,16.739999999999995
2022-01-09,34,Toy Robot,Electronics,20.99,25.99,14,25.09,351.26,363.85999999999996,57.40000000000002
2022-01-10,1,Action Figure,Toys,9.99,15.99,117,15.430000000000001,1805.31,1870.83,636.4799999999999
2022-01-10,2,Animal Figures,Toys,9.99,12.99,26,12.98,337.48,337.74,77.74000000000001
2022-01-10,4,Chutes & Ladders,Games,9.99,12.99,22,12.409999999999998,273.02,285.78000000000003,53.239999999999995
2022-01-10,6,Colorbuds,Electronics,6.99,14.99,269,14.98,4029.62,4032.31,2149.31
2022-01-10,7,Dart Gun,Sports & Outdoors,11.99,15.99,17,15.32,260.44,271.83,56.61
2022-01-10,8,Deck Of Cards,Games,3.99,6.99,76,6.919999999999999,525.92,531.24,222.67999999999998
2022-01-10,9,Dino Egg,Toys,9.99,10.99,77,10.97,844.69,846.23,75.46000000000004
2022-01-10,10,Dinosaur Figures,Toys,10.99,14.99,12,14.87,178.44,179.88,46.55999999999999
2022-01-10,14,Glass Marbles,Games,5.99,10.99,3,10.76,32.28,32.97,14.309999999999999
2022-01-10,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,27,19.34,522.18,539.7299999999999,144.45
2022-01-10,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,16,9.98,159.68,159.84,47.84
2022-01-10,24,Nerf Gun,Sports & Outdoors,14.99,18.99,9,18.2,163.79999999999998,170.91,28.889999999999993
2022-01-10,25,PlayDoh Can,Art & Crafts,1.99,2.99,23,2.97,68.31,68.77000000000001,22.540000000000006
2022-01-10,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,21,4.49,94.29,94.29,21.0
2022-01-10,30,Rubik's Cube,Games,16.99,18.99,44,18.86,829.8399999999999,835.56,82.28000000000004
2022-01-10,31,Splash Balls,Sports & Outdoors,7.99,8.99,46,8.94,411.23999999999995,413.54,43.69999999999997
2022-01-10,33,Teddy Bear,Toys,10.99,12.49,35,11.88,415.8,437.15000000000003,31.15000000000002
2022-01-10,34,Toy Robot,Electronics,20.99,25.99,20,24.28,485.6,519.8,65.80000000000005
2022-01-11,1,Action Figure,Toys,9.99,15.99,99,15.99,1583.01,1583.01,594.0
2022-01-11,2,Animal Figures,Toys,9.99,12.99,51,12.99,662.49,662.49,153.0
2022-01-11,6,Colorbuds,Electronics,6.99,14.99,249,14.980000000000002,3730.02,3732.51,1989.51
2022-01-11,7,Dart Gun,Sports & Outdoors,11.99,15.99,20,15.690000000000001,313.8,319.8,73.99999999999999
2022-01-11,8,Deck Of Cards,Games,3.99,6.99,144,6.989999999999999,1006.56,1006.56,432.0
2022-01-11,9,Dino Egg,Toys,9.99,10.99,49,10.970000000000002,537.5300000000001,538.51,48.020000000000024
2022-01-11,14,Glass Marbles,Games,5.99,10.99,9,10.28,92.52,98.91,38.60999999999999
2022-01-11,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,22,19.64,432.08000000000004,439.78,124.30000000000001
2022-01-11,18,Lego Bricks,Toys,34.99,38.99,37,37.62,1391.9399999999998,1442.63,97.30999999999983
2022-01-11,20,Mini Basketball Hoop,Sports & Outdoors,8.99,23.99,2,23.96,47.92,47.98,29.94
2022-01-11,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,14,9.69,135.66,139.85999999999999,37.79999999999999
2022-01-11,22,Monopoly,Games,13.99,18.99,7,18.580000000000002,130.06,132.92999999999998,32.12999999999999
2022-01-11,24,Nerf Gun,Sports & Outdoors,14.99,18.99,50,18.99,949.4999999999999,949.4999999999999,199.99999999999991
2022-01-11,25,PlayDoh Can,Art & Crafts,1.99,2.99,21,2.89,60.690000000000005,62.790000000000006,18.900000000000002
2022-01-11,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,7,4.36,30.520000000000003,31.43,6.090000000000001
2022-01-11,30,Rubik's Cube,Games,16.99,18.99,48,18.16,871.6800000000001,911.52,56.16000000000008
2022-01-11,31,Splash Balls,Sports & Outdoors,7.99,8.99,34,8.61,292.74,305.66,21.079999999999973
2022-01-11,33,Teddy Bear,Toys,10.99,12.49,16,12.39,198.24,199.84,22.400000000000006
2022-01-11,34,Toy Robot,Electronics,20.99,25.99,9,25.64,230.76,233.91,41.85000000000002
2022-01-12,1,Action Figure,Toys,9.99,15.99,63,14.94,941.22,1007.37,311.84999999999997
2022-01-12,2,Animal Figures,Toys,9.99,12.99,36,12.62,454.32,467.64,94.67999999999996
2022-01-12,5,Classic Dominoes,Games,7.99,9.99,15,9.99,149.85,149.85,30.0
2022-01-12,6,Colorbuds,Electronics,6.99,14.99,209,14.55,3040.9500000000003,3132.91,1580.04
2022-01-12,7,Dart Gun,Sports & Outdoors,11.99,15.99,102,15.18,1548.36,1630.98,325.37999999999994
2022-01-12,8,Deck Of Cards,Games,3.99,6.99,112,6.9399999999999995,777.2800000000001,782.88,330.40000000000003
2022-01-12,9,Dino Egg,Toys,9.99,10.99,81,10.48,848.88,890.19,39.69000000000002
2022-01-12,14,Glass Marbles,Games,5.99,10.99,7,10.9,76.3,76.93,34.370000000000005
2022-01-12,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,7,19.46,136.22,139.92999999999998,38.290000000000006
2022-01-12,18,Lego Bricks,Toys,34.99,38.99,31,38.96,1207.76,1208.69,123.06999999999996
2022-01-12,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,8,9.58,76.64,79.92,20.72
2022-01-12,24,Nerf Gun,Sports & Outdoors,14.99,18.99,68,18.98,1290.64,1291.32,271.32
2022-01-12,25,PlayDoh Can,Art & Crafts,1.99,2.99,27,2.99,80.73,80.73,27.000000000000007
2022-01-12,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,62,4.23,262.26000000000005,278.38,45.88000000000001
2022-01-12,30,Rubik's Cube,Games,16.99,18.99,47,17.93,842.71,892.53,44.180000000000064
2022-01-12,31,Splash Balls,Sports & Outdoors,7.99,8.99,39,8.82,343.98,350.61,32.370000000000005
2022-01-12,34,Toy Robot,Electronics,20.99,25.99,8,25.89,207.12,207.92,39.20000000000002
2022-01-13,1,Action Figure,Toys,9.99,15.99,129,15.21,1962.0900000000001,2062.71,673.3800000000001
2022-01-13,2,Animal Figures,Toys,9.99,12.99,59,12.9,761.1,766.41,171.69
2022-01-13,3,Barrel O' Slime,Art & Crafts,1.99,3.99,3,3.76,11.28,11.97,5.31
2022-01-13,5,Classic Dominoes,Games,7.99,9.99,13,9.98,129.74,129.87,25.870000000000005
2022-01-13,6,Colorbuds,Electronics,6.99,14.99,324,14.41,4668.84,4856.76,2404.08
2022-01-13,7,Dart Gun,Sports & Outdoors,11.99,15.99,39,15.65,610.35,623.61,142.74
2022-01-13,8,Deck Of Cards,Games,3.99,6.99,120,6.97,836.4,838.8000000000001,357.59999999999997
2022-01-13,9,Dino Egg,Toys,9.99,10.99,76,10.65,809.4000000000001,835.24,50.16000000000001
2022-01-13,10,Dinosaur Figures,Toys,10.99,14.99,5,14.87,74.35,74.95,19.399999999999995
2022-01-13,14,Glass Marbles,Games,5.99,10.99,36,10.68,384.48,395.64,168.83999999999997
2022-01-13,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,32,18.93,605.76,639.68,158.07999999999998
