Store_City,Store_Location,Product_ID,Product_Name,Product_Category,Product_Cost,Units,Actual_Product_Price,Product_Price,Revenue,xRevenue,Profit,Elasticity,New_Product_Price,New_Units,New_Revenue,Delta_Revenue
Campeche,Commercial,9,Dino Egg,Toys,9.99,240,11.48579746,11.99,2761.6,2852.6,364,-0.001,12.49,239.9899917,2997.47,144.87
Campeche,Commercial,24,Nerf Gun,Sports & Outdoors,14.99,256,19.47224485,19.99,4972.36,5117.44,1134.92,-0.001,20.49,255.9935968,5245.31,127.87
Campeche,Commercial,30,Rubik's Cube,Games,17.29,249,19.73408792,19.99,4903.81,4977.51,598.6,-0.001,20.49,248.9937719,5101.88,124.37
Campeche,Commercial,15,Hot Wheels 5-Pack,Toys,3.99,218,6.340411097,6.49,1374.55,1414.82,504.73,-0.001,6.99,217.9832049,1523.7,108.88
Campeche,Commercial,3,Barrel O' Slime,Art & Crafts,1.99,774,4.769004532,4.99,3640.22,3764.26,2099.96,-1.353440672,4.99,774,3862.26,98
Campeche,Commercial,2,Animal Figures,Toys,10.49,189,13.32546252,13.99,2514.1,2583.11,531.49,-0.582332334,14.19,187.4265788,2659.58,76.47
Campeche,Commercial,13,Gamer Headphones,Electronics,14.99,127,21.28569444,21.99,2728.36,2792.73,824.63,-0.001,22.49,126.9971123,2856.17,63.44
Campeche,Commercial,17,Kids Makeup Kit,Art & Crafts,14.49,58,21.07612384,21.49,1216.23,1222.92,385.31,-0.001,21.99,57.99865054,1275.39,52.47
Campeche,Commercial,26,PlayDoh Playset,Art & Crafts,20.99,103,25.69261905,25.99,2642.01,2676.97,480.04,-0.001,26.49,102.9980185,2728.42,51.45
Campeche,Commercial,27,PlayDoh Toolkit,Art & Crafts,3.99,78,4.8408,4.99,376.23,389.22,65.01,-0.001,5.49,77.99218437,428.18,38.96
Campeche,Commercial,11,Etch A Sketch,Art & Crafts,10.99,71,20.96483333,21.99,1494.41,1561.29,714.12,-0.001,22.49,70.99838563,1596.75,35.46
Campeche,Commercial,12,Foam Disk Launcher,Sports & Outdoors,8.99,67,11.54329749,11.99,775.52,803.33,173.19,-0.001,12.49,66.99720601,836.8,33.47
Campeche,Commercial,34,Toy Robot,Electronics,21.99,45,26.82171429,27.49,1196.06,1237.05,206.51,-0.001,27.99,44.99918152,1259.53,22.48
Campeche,Commercial,22,Monopoly,Games,13.99,41,19.75571429,19.99,809.92,819.59,236.33,-0.001,20.49,40.99897449,840.07,20.48
Campeche,Commercial,20,Mini Basketball Hoop,Sports & Outdoors,8.99,31,24.22,24.99,747.05,774.69,468.36,-0.001,25.49,30.99937975,790.17,15.48
Campeche,Commercial,4,Chutes & Ladders,Games,10.09,22,13.20111111,13.49,286.68,296.78,65.1,-0.001,13.99,21.99918458,307.77,10.99
Campeche,Commercial,33,Teddy Bear,Toys,10.99,21,12.6175,12.99,265.34,272.79,34.55,-0.001,13.49,20.99919169,283.28,10.49
Campeche,Commercial,7,Dart Gun,Sports & Outdoors,12.49,85,16.91606061,17.49,1441.33,1486.65,379.68,-0.628617916,17.75,84.23624181,1495.19,8.54
Campeche,Commercial,5,Classic Dominoes,Games,7.99,17,10.265,10.49,174.8,178.33,38.97,-0.047157847,10.99,16.96178821,186.41,8.08
Campeche,Commercial,29,Plush Pony,Toys,8.99,16,19.585,19.99,311.05,319.84,167.21,-0.001,20.49,15.9995998,327.83,7.99
Campeche,Commercial,10,Dinosaur Figures,Toys,10.99,12,15.43,15.49,185.16,185.88,53.28,-0.001,15.99,11.99961265,191.87,5.99
Campeche,Commercial,16,Jenga,Games,3.99,81,10.58498438,10.99,854.36,890.19,531.17,-0.687789002,11.15,80.23961452,894.67,4.48
Campeche,Commercial,28,Playfoam,Art & Crafts,3.99,118,10.70347291,10.99,1262.55,1296.82,791.73,-0.7453812,11.09,117.1996817,1299.74,2.92
Campeche,Commercial,14,Glass Marbles,Games,5.99,68,11.37198413,11.49,766.98,781.32,359.66,-1.233502526,11.49,68,781.32,1.14E-13
Campeche,Commercial,6,Colorbuds,Electronics,7.59,225,16.01136926,16.49,3590.71,3710.25,1882.96,-1.425798012,16.49,225,3710.25,0
Campeche,Commercial,8,Deck Of Cards,Games,4.29,425,7.305102843,7.49,3098.74,3183.25,1275.49,-1.707247087,7.49,425,3183.25,0
Campeche,Commercial,23,Mr. Potatohead,Toys,4.99,81,10.05276923,10.49,816.65,849.69,412.46,-1.031961005,10.49,81,849.69,0
Campeche,Commercial,25,PlayDoh Can,Art & Crafts,1.99,679,3.112253099,3.19,2116.2,2166.01,764.99,-1.14943029,3.19,679,2166.01,0
Campeche,Commercial,31,Splash Balls,Sports & Outdoors,7.99,197,9.287876675,9.49,1809.12,1869.53,235.09,-1.69792584,9.49,197,1869.53,0
Campeche,Commercial,32,Supersoaker Water Gun,Sports & Outdoors,11.99,85,14.37820707,14.99,1217.17,1274.15,198.02,-2.700133656,14.99,85,1274.15,0
Campeche,Commercial,35,Uno Card Game,Games,3.99,19,8.156666667,8.49,157.1,161.31,81.29,-6.202067521,8.49,19,161.31,0
Campeche,Downtown,19,Magic Sand,Art & Crafts,13.99,820,16.01899886,16.49,13226.9,13521.8,1755.1,-0.001,16.99,819.9751364,13931.38,409.58
Campeche,Downtown,8,Deck Of Cards,Games,4.29,671,7.287663774,7.49,4878.46,5025.79,1999.87,-0.001,7.99,670.9552069,5360.93,335.14
Campeche,Downtown,1,Action Figure,Toys,10.99,343,17.07453688,17.99,5838.81,6046.07,2069.24,-0.202166933,18.49,341.0727277,6306.43,260.36
Campeche,Downtown,24,Nerf Gun,Sports & Outdoors,14.99,434,19.58588235,19.99,8511.18,8675.66,2005.52,-0.001,20.49,433.9891446,8892.44,216.78
Campeche,Downtown,15,Hot Wheels 5-Pack,Toys,3.99,215,6.247286495,6.49,1337.21,1395.35,479.36,-0.001,6.99,214.9834361,1502.73,107.38
Campeche,Downtown,3,Barrel O' Slime,Art & Crafts,1.99,922,4.755185329,4.99,4380.07,4520.78,2545.29,-0.637745591,5.05,916.1082021,4626.35,105.57
Campeche,Downtown,9,Dino Egg,Toys,9.99,410,11.45595655,11.99,4757.34,4890.9,661.44,-0.458627472,12.25,406.0792897,4974.47,83.57
Campeche,Downtown,5,Classic Dominoes,Games,7.99,75,10.23746739,10.49,768.61,786.75,169.36,-0.001,10.99,74.99642517,824.21,37.46
Campeche,Downtown,4,Chutes & Ladders,Games,10.09,66,13.21050505,13.49,869.89,890.34,206.15,-0.001,13.99,65.99755374,923.31,32.97
Campeche,Downtown,6,Colorbuds,Electronics,7.59,271,15.94737095,16.49,4326.07,4443.29,2269.18,-0.946274642,16.65,268.6673096,4473.31,30.02
Campeche,Downtown,17,Kids Makeup Kit,Art & Crafts,14.49,47,20.58613636,21.49,971.16,1003.53,296.63,-0.001,21.99,46.99890647,1033.51,29.98
Campeche,Downtown,13,Gamer Headphones,Electronics,14.99,54,20.95083333,21.99,1135.26,1187.46,325.8,-0.001,22.49,53.99877217,1214.43,26.97
Campeche,Downtown,12,Foam Disk Launcher,Sports & Outdoors,8.99,167,11.7607963,11.99,1965.67,2002.33,464.34,-0.423057642,12.25,165.5268844,2027.7,25.37
Campeche,Downtown,33,Teddy Bear,Toys,10.99,50,12.72056452,12.99,633.03,649.5,83.53,-0.001,13.49,49.99807544,674.47,24.97
Campeche,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,6.99,1329,11.66624869,11.99,15422.68,15934.71,6132.97,-0.8287197,12.09,1319.814275,15956.55,21.84
Campeche,Downtown,32,Supersoaker Water Gun,Sports & Outdoors,11.99,34,14.30191919,14.99,485.4,497.66,89.74,-0.441158336,15.29,33.69981221,515.27,17.61
Campeche,Downtown,25,PlayDoh Can,Art & Crafts,1.99,499,3.108244378,3.19,1543.37,1591.81,550.36,-0.55181032,3.25,494.6841168,1607.72,15.91
Campeche,Downtown,18,Lego Bricks,Toys,34.99,404,38.45176182,39.99,15379.23,16081.46,1243.27,-1.737300399,40.19,400.4897756,16095.68,14.22
Campeche,Downtown,20,Mini Basketball Hoop,Sports & Outdoors,8.99,28,24.785,24.99,694.04,699.72,442.32,-0.046504281,25.49,27.97394718,713.06,13.34
Campeche,Downtown,10,Dinosaur Figures,Toys,10.99,257,15.05793952,15.49,3874.79,3980.93,1050.36,-0.75618175,15.69,254.4907849,3992.96,12.03
Campeche,Downtown,35,Uno Card Game,Games,3.99,22,8.22,8.49,181.1,186.78,93.32,-0.001,8.99,21.99870436,197.77,10.99
Campeche,Downtown,29,Plush Pony,Toys,8.99,18,19.905,19.99,357.93,359.82,196.11,-0.001,20.49,17.99954977,368.81,8.99
Campeche,Downtown,16,Jenga,Games,3.99,47,10.62828125,10.99,495.24,516.53,307.71,-0.573985633,11.15,46.63179266,519.94,3.41
Campeche,Downtown,23,Mr. Potatohead,Toys,4.99,150,10.06646341,10.49,1516.51,1573.5,768.01,-0.805669288,10.59,148.8479467,1576.3,2.8
Campeche,Downtown,2,Animal Figures,Toys,10.49,5,13.36,13.99,66.8,69.95,14.35,-0.001,14.49,4.999821301,72.45,2.5
Campeche,Downtown,14,Glass Marbles,Games,5.99,202,10.99270551,11.49,2238.09,2320.98,1028.11,-0.961202267,11.59,200.3101579,2321.59,0.61
Campeche,Downtown,11,Etch A Sketch,Art & Crafts,10.99,124,21.27164286,21.99,2662.49,2726.76,1299.73,-2.780625816,21.99,124,2726.76,4.55E-13
Campeche,Downtown,7,Dart Gun,Sports & Outdoors,12.49,108,16.96662857,17.49,1836.4,1888.92,487.48,-2.656414194,17.49,108,1888.92,2.27E-13
Campeche,Downtown,22,Monopoly,Games,13.99,42,19.6196875,19.99,822.63,839.58,235.05,-12.20361516,19.99,42,839.58,1.14E-13
Campeche,Downtown,26,PlayDoh Playset,Art & Crafts,20.99,37,25.33569444,25.99,920.92,961.63,144.29,-1.070802412,25.99,37,961.63,0
Campeche,Downtown,27,PlayDoh Toolkit,Art & Crafts,3.99,56,4.770605,4.99,266.43,279.44,42.99,-1.412891463,4.99,56,279.44,0
Campeche,Downtown,28,Playfoam,Art & Crafts,3.99,49,10.57583333,10.99,514.88,538.51,319.37,-16.97276058,10.99,49,538.51,0
Campeche,Downtown,30,Rubik's Cube,Games,17.29,370,19.46062724,19.99,7158.74,7396.3,761.44,-1.136829297,19.99,370,7396.3,0
Campeche,Downtown,31,Splash Balls,Sports & Outdoors,7.99,350,9.135469642,9.49,3217.01,3321.5,420.51,-1.07183168,9.49,350,3321.5,0
Campeche,Downtown,34,Toy Robot,Electronics,21.99,75,26.5824902,27.49,2012.89,2061.75,363.64,-2.015858181,27.49,75,2061.75,0
Chetumal,Downtown,1,Action Figure,Toys,10.99,464,17.22386525,17.99,7963.98,8188.86,2864.62,-0.001,18.49,463.9871039,8579.12,390.26
Chetumal,Downtown,3,Barrel O' Slime,Art & Crafts,1.99,699,4.761941761,4.99,3343.07,3450.01,1952.06,-0.001,5.49,698.9299599,3837.13,387.12
Chetumal,Downtown,6,Colorbuds,Electronics,7.59,438,16.03611534,16.49,7024.18,7211.62,3699.76,-0.167063776,16.99,435.7812634,7403.92,192.3
Chetumal,Downtown,18,Lego Bricks,Toys,34.99,419,38.40542387,39.99,16064.53,16681.81,1403.72,-0.563569263,40.49,416.0475679,16845.77,163.96
Chetumal,Downtown,9,Dino Egg,Toys,9.99,434,11.46039824,11.99,4958.46,5108.66,622.8,-0.551374075,12.19,430.0084012,5241.8,133.14
Chetumal,Downtown,10,Dinosaur Figures,Toys,10.99,261,15.0048155,15.49,3938.21,4042.89,1069.82,-0.001,15.99,260.9915752,4173.26,130.37
Chetumal,Downtown,8,Deck Of Cards,Games,4.29,386,7.264242271,7.49,2791.97,2891.14,1136.03,-0.196458344,7.85,382.4564056,3002.28,111.14
Chetumal,Downtown,13,Gamer Headphones,Electronics,14.99,203,21.32563014,21.99,4327.1,4463.97,1284.13,-0.001,22.49,202.9953843,4565.37,101.4
Chetumal,Downtown,14,Glass Marbles,Games,5.99,148,11.27865,11.49,1692.91,1700.52,806.39,-0.001,11.99,147.9935596,1774.44,73.92
Chetumal,Downtown,7,Dart Gun,Sports & Outdoors,12.49,122,16.95286016,17.49,2072.51,2133.78,548.73,-0.001,17.99,121.9965123,2194.72,60.94
Chetumal,Downtown,30,Rubik's Cube,Games,17.29,162,19.34499655,19.99,3133.71,3238.38,332.73,-0.390862702,20.49,160.4162142,3286.93,48.55
Chetumal,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,6.99,118,11.68961,11.99,1389.48,1414.82,564.66,-0.181616374,12.49,117.1063081,1462.66,47.84
Chetumal,Downtown,25,PlayDoh Can,Art & Crafts,1.99,610,3.107333064,3.19,1893.16,1945.9,679.26,-0.219052516,3.29,605.8112215,1993.12,47.22
Chetumal,Downtown,11,Etch A Sketch,Art & Crafts,10.99,93,21.35529886,21.99,1978.38,2045.07,956.31,-0.001,22.49,92.9978854,2091.52,46.45
Chetumal,Downtown,16,Jenga,Games,3.99,88,10.36885417,10.99,913.68,967.12,562.56,-0.001,11.49,87.99599636,1011.07,43.95
Chetumal,Downtown,2,Animal Figures,Toys,10.49,254,13.39031746,13.99,3407.63,3504.46,743.17,-1.26640366,14.09,251.7007396,3546.46,42
Chetumal,Downtown,12,Foam Disk Launcher,Sports & Outdoors,8.99,81,11.59345003,11.99,940.51,971.19,212.32,-0.001,12.49,80.99662219,1011.65,40.46
Chetumal,Downtown,4,Chutes & Ladders,Games,10.09,51,12.99565789,13.49,661.58,687.99,151.29,-0.001,13.99,50.99810971,713.46,25.47
Chetumal,Downtown,17,Kids Makeup Kit,Art & Crafts,14.49,32,20.89857143,21.49,668.32,678.68,204.64,-0.001,21.99,31.99925547,703.66,24.98
Chetumal,Downtown,22,Monopoly,Games,13.99,50,19.3075,19.99,959.83,999.5,260.33,-0.001,20.49,49.99874937,1024.47,24.97
Chetumal,Downtown,35,Uno Card Game,Games,3.99,33,8.306666667,8.49,274.85,280.17,143.18,-0.001,8.99,32.99805654,296.65,16.48
Chetumal,Downtown,27,PlayDoh Toolkit,Art & Crafts,3.99,189,4.856181387,4.99,912.67,943.11,158.56,-0.340881875,5.09,187.7088843,955.44,12.33
Chetumal,Downtown,28,Playfoam,Art & Crafts,3.99,24,10.705,10.99,258.07,263.76,162.31,-0.001,11.49,23.9989081,275.75,11.99
Chetumal,Downtown,23,Mr. Potatohead,Toys,4.99,19,10.385,10.49,196.72,199.31,101.91,-0.001,10.99,18.99909438,208.8,9.49
Chetumal,Downtown,15,Hot Wheels 5-Pack,Toys,3.99,135,6.310690773,6.49,840.88,876.15,302.23,-0.46762207,6.59,134.0272885,883.24,7.09
Chetumal,Downtown,32,Supersoaker Water Gun,Sports & Outdoors,11.99,12,14.99,14.99,179.88,179.88,36,-0.001,15.49,11.99959973,185.87,5.99
Chetumal,Downtown,26,PlayDoh Playset,Art & Crafts,20.99,10,25.665,25.99,257.75,259.9,47.85,-0.001,26.49,9.999807618,264.89,4.99
Chetumal,Downtown,29,Plush Pony,Toys,8.99,9,19.35,19.99,174.15,179.91,93.24,-0.001,20.49,8.999774887,184.41,4.5
Chetumal,Downtown,34,Toy Robot,Electronics,21.99,57,26.96375,27.49,1533.15,1566.93,279.72,-2.030631219,27.49,57,1566.93,2.27E-13
Chetumal,Downtown,5,Classic Dominoes,Games,7.99,77,10.1564881,10.49,785.15,807.73,169.92,-1.421513344,10.49,77,807.73,0
Chetumal,Downtown,19,Magic Sand,Art & Crafts,13.99,1023,16.05308848,16.49,16461.74,16869.27,2149.97,-1.371958541,16.49,1023,16869.27,0
Chetumal,Downtown,24,Nerf Gun,Sports & Outdoors,14.99,264,19.29146362,19.99,5124.25,5277.36,1166.89,-1.111884381,19.99,264,5277.36,0
Chetumal,Downtown,31,Splash Balls,Sports & Outdoors,7.99,649,9.149394354,9.49,5913.04,6159.01,727.53,-2.638815406,9.49,649,6159.01,0
Chihuahua,Commercial,19,Magic Sand,Art & Crafts,13.99,595,15.90987442,16.49,9490.65,9811.55,1166.6,-0.001,16.99,594.9819588,10108.74,297.19
Chihuahua,Commercial,3,Barrel O' Slime,Art & Crafts,1.99,685,4.735276611,4.99,3213.05,3339.65,1849.9,-0.226847725,5.19,678.7719162,3522.83,183.18
Chihuahua,Commercial,25,PlayDoh Can,Art & Crafts,1.99,395,3.092533245,3.19,1216.97,1260.05,430.92,-0.001,3.55,394.9566614,1402.1,142.05
Chihuahua,Commercial,13,Gamer Headphones,Electronics,14.99,265,21.01724916,21.99,5593.3,5827.35,1620.95,-0.001,22.49,264.9939745,5959.71,132.36
Chihuahua,Commercial,17,Kids Makeup Kit,Art & Crafts,14.49,144,20.49642908,21.49,2942.9,3043.56,864.84,-0.001,21.99,143.9966496,3166.49,122.93
Chihuahua,Commercial,2,Animal Figures,Toys,10.49,204,13.18860544,13.99,2709.05,2833.96,569.09,-0.001,14.49,203.9927091,2955.85,121.89
Chihuahua,Commercial,1,Action Figure,Toys,10.99,158,17.09110131,17.99,2682.31,2802.92,945.89,-0.001,18.49,157.9956087,2921.34,118.42
Chihuahua,Commercial,6,Colorbuds,Electronics,7.59,216,15.99378315,16.49,3458.59,3552.84,1819.15,-0.262786595,16.99,214.2788992,3640.6,87.76
Chihuahua,Commercial,24,Nerf Gun,Sports & Outdoors,14.99,175,19.39243673,19.99,3377.2,3498.25,753.95,-0.001,20.49,174.9956228,3585.66,87.41
Chihuahua,Commercial,30,Rubik's Cube,Games,17.29,171,19.23138158,19.99,3305.51,3418.29,348.92,-0.001,20.49,170.9957229,3503.7,85.41
Chihuahua,Commercial,9,Dino Egg,Toys,9.99,361,11.46597021,11.99,4146.43,4278.39,540.04,-0.537849837,12.19,357.7612378,4361.11,82.72
Chihuahua,Commercial,33,Teddy Bear,Toys,10.99,159,12.7103254,12.99,2031.2,2065.41,283.79,-0.001,13.49,158.9938799,2144.83,79.42
Chihuahua,Commercial,31,Splash Balls,Sports & Outdoors,7.99,159,9.296724942,9.49,1473.41,1508.91,203,-0.195972831,9.95,157.5224598,1567.35,58.44
Chihuahua,Commercial,7,Dart Gun,Sports & Outdoors,12.49,101,16.78547862,17.49,1706.41,1766.49,444.92,-0.001,17.99,100.9971126,1816.94,50.45
Chihuahua,Commercial,27,PlayDoh Toolkit,Art & Crafts,3.99,86,4.857037037,4.99,408.56,429.14,65.42,-0.001,5.49,85.99138277,472.09,42.95
Chihuahua,Commercial,14,Glass Marbles,Games,5.99,78,11.24578947,11.49,875.35,896.22,408.13,-0.001,11.99,77.99660574,935.18,38.96
Chihuahua,Commercial,34,Toy Robot,Electronics,21.99,67,26.85976359,27.49,1804.63,1841.83,331.3,-0.001,27.99,66.99878138,1875.3,33.47
Chihuahua,Commercial,21,Mini Ping Pong Set,Sports & Outdoors,6.99,681,11.61477601,11.99,7921.76,8165.19,3161.57,-0.740916181,12.15,674.6876908,8197.46,32.27
Chihuahua,Commercial,22,Monopoly,Games,13.99,59,19.62677419,19.99,1160.66,1179.41,335.25,-0.001,20.49,58.99852426,1208.88,29.47
Chihuahua,Commercial,26,PlayDoh Playset,Art & Crafts,20.99,58,25.283,25.99,1463.46,1507.42,246.04,-0.001,26.49,57.99888419,1536.39,28.97
Chihuahua,Commercial,20,Mini Basketball Hoop,Sports & Outdoors,8.99,32,24.02333333,24.99,767.05,799.68,479.37,-0.001,25.49,31.99935974,815.66,15.98
Chihuahua,Commercial,8,Deck Of Cards,Games,4.29,467,7.308751668,7.49,3415.69,3497.83,1412.26,-0.656746779,7.59,462.905197,3513.45,15.62
Chihuahua,Commercial,11,Etch A Sketch,Art & Crafts,10.99,30,21.44333333,21.99,650.4,659.7,320.7,-0.001,22.49,29.99931787,674.68,14.98
Chihuahua,Commercial,5,Classic Dominoes,Games,7.99,24,10.36,10.49,248.56,251.76,56.8,-0.001,10.99,23.99885605,263.75,11.99
Chihuahua,Commercial,35,Uno Card Game,Games,3.99,22,8.08,8.49,178.54,186.78,90.76,-0.001,8.99,21.99870436,197.77,10.99
Chihuahua,Commercial,29,Plush Pony,Toys,8.99,17,19.21666667,19.99,328.67,339.83,175.84,-0.001,20.49,16.99957479,348.32,8.49
Chihuahua,Commercial,18,Lego Bricks,Toys,34.99,369,38.51442939,39.99,14229.81,14718.81,1318.5,-1.587805701,40.15,366.8023244,14727.11,8.3
Chihuahua,Commercial,4,Chutes & Ladders,Games,10.09,14,12.90285714,13.49,180.64,188.86,39.38,-0.001,13.99,13.9994811,195.85,6.99
Chihuahua,Commercial,32,Supersoaker Water Gun,Sports & Outdoors,11.99,11,14.06,14.99,154.66,164.89,22.77,-0.001,15.49,10.99963309,170.38,5.49
Chihuahua,Commercial,10,Dinosaur Figures,Toys,10.99,162,15.11876367,15.49,2437.22,2509.38,656.84,-1.127539537,15.49,162,2509.38,0
Chihuahua,Commercial,12,Foam Disk Launcher,Sports & Outdoors,8.99,143,11.65481566,11.99,1651.94,1714.57,366.37,-3.244163419,11.99,143,1714.57,0
Chihuahua,Commercial,15,Hot Wheels 5-Pack,Toys,3.99,87,6.312313725,6.49,549.87,564.63,202.74,-2.352731081,6.49,87,564.63,0
Chihuahua,Commercial,16,Jenga,Games,3.99,47,10.66427083,10.99,503.45,516.53,315.92,-2.396423501,10.99,47,516.53,0
Chihuahua,Commercial,28,Playfoam,Art & Crafts,3.99,91,10.53679245,10.99,948.03,1000.09,584.94,-8.974206158,10.99,91,1000.09,0
