Year,Month,Product_ID,Product_Name,Product_Category,Product_Cost,Product_Price,Store_City,Units,Actual_Product_Price,Revenue,xRevenue,Profit
2022,1,2,Animal Figures,Toys,9.99,12.99,Pachuca,52,12.635454545454547,659.4,675.48,139.92
2022,1,2,Animal Figures,Toys,9.99,12.99,Puebla,98,12.850000000000001,1257.25,1273.02,278.23
2022,1,2,Animal Figures,Toys,9.99,12.99,Saltillo,81,12.775308641975307,1034.8,1052.19,225.60999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,San Luis Potosi,27,12.72,343.44,350.73,73.71000000000001
2022,1,2,Animal Figures,Toys,9.99,12.99,Santiago,3,12.74,38.22,38.97,8.25
2022,1,2,Animal Figures,Toys,9.99,12.99,Toluca,46,12.746304347826088,586.33,597.54,126.78999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Tuxtla Gutierrez,19,12.683157894736842,240.98000000000002,246.81,51.17000000000001
2022,1,2,Animal Figures,Toys,9.99,12.99,Villahermosa,13,12.93,168.09,168.87,38.21999999999999
2022,1,2,Animal Figures,Toys,9.99,12.99,Xalapa,110,12.694074074074074,1397.17,1428.9,298.27
2022,1,2,Animal Figures,Toys,9.99,12.99,Zacatecas,22,12.805454545454547,281.72,285.78000000000003,61.94
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Aguascalientes,12,3.9,46.8,47.88,22.919999999999998
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Durango,16,3.78,60.48,63.84,28.639999999999997
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Guadalajara,11,3.75,41.25,43.89,19.36
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Hermosillo,5,3.78,18.9,19.950000000000003,8.95
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Mexicali,9,3.96,35.64,35.910000000000004,17.73
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Morelia,5,3.8199999999999994,19.099999999999998,19.950000000000003,9.149999999999999
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Pachuca,10,3.96,39.6,39.900000000000006,19.7
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Santiago,3,3.76,11.28,11.97,5.31
2022,1,3,Barrel O' Slime,Art & Crafts,1.99,3.99,Xalapa,5,3.91,19.55,19.950000000000003,9.600000000000001
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Aguascalientes,14,12.39,173.46,181.86,33.60000000000001
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Chetumal,3,12.410000000000002,37.230000000000004,38.97,7.26
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Chihuahua,42,12.60904761904762,529.58,545.58,110.00000000000001
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Cuidad de Mexico,17,12.39,210.63,220.83,40.800000000000004
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Culiacan,30,12.434,373.02,389.7,73.32
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Guadalajara,5,12.98,64.9,64.95,14.950000000000001
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Mexicali,7,12.45,87.14999999999999,90.93,17.21999999999999
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Monterrey,7,12.709999999999999,88.97,90.93,19.04
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Morelia,12,12.69,152.28,155.88,32.39999999999999
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Pachuca,13,12.873846153846156,167.36,168.87,37.49
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Saltillo,8,12.61,100.88,103.92,20.959999999999994
2022,1,4,Chutes & Ladders,Games,9.99,12.99,Villahermosa,8,12.31,98.48,103.92,18.560000000000002
2022,1,5,Classic Dominoes,Games,7.99,9.99,Campeche,11,9.565454545454545,105.22,109.89,17.33
2022,1,5,Classic Dominoes,Games,7.99,9.99,Chetumal,21,9.604285714285714,201.69,209.79,33.89999999999999
2022,1,5,Classic Dominoes,Games,7.99,9.99,Chihuahua,44,9.787727272727274,430.66,439.56,79.1
2022,1,5,Classic Dominoes,Games,7.99,9.99,Cuidad de Mexico,25,9.626800000000001,240.67000000000002,249.75,40.92
2022,1,5,Classic Dominoes,Games,7.99,9.99,Culiacan,22,9.670909090909092,212.76000000000002,219.78,36.980000000000004
2022,1,5,Classic Dominoes,Games,7.99,9.99,Guadalajara,11,9.424545454545454,103.67,109.89,15.779999999999994
2022,1,5,Classic Dominoes,Games,7.99,9.99,Guanajuato,58,9.756724137931034,565.89,579.42,102.47
2022,1,5,Classic Dominoes,Games,7.99,9.99,La Paz,13,9.65,125.45,129.87,21.580000000000002
2022,1,5,Classic Dominoes,Games,7.99,9.99,Merida,17,9.42,160.14,169.83,24.309999999999995
2022,1,5,Classic Dominoes,Games,7.99,9.99,Mexicali,9,9.99,89.91,89.91,18.0
2022,1,5,Classic Dominoes,Games,7.99,9.99,Monterrey,19,9.625263157894736,182.88,189.81,31.069999999999986
2022,1,5,Classic Dominoes,Games,7.99,9.99,Pachuca,10,9.37,93.69999999999999,99.9,13.79999999999999
2022,1,5,Classic Dominoes,Games,7.99,9.99,Puebla,13,9.98,129.74,129.87,25.870000000000005
2022,1,5,Classic Dominoes,Games,7.99,9.99,San Luis Potosi,3,9.93,29.79,29.97,5.8199999999999985
2022,1,6,Colorbuds,Electronics,6.99,14.99,Aguascalientes,159,14.537652173913044,2303.5,2383.41,1192.09
2022,1,6,Colorbuds,Electronics,6.99,14.99,Campeche,322,14.681928251121077,4744.25,4826.78,2493.47
2022,1,6,Colorbuds,Electronics,6.99,14.99,Chetumal,175,14.5868,2550.1,2623.25,1326.85
2022,1,6,Colorbuds,Electronics,6.99,14.99,Chihuahua,266,14.664028436018958,3909.05,3987.34,2049.71
2022,1,6,Colorbuds,Electronics,6.99,14.99,Chilpancingo,115,14.49904761904762,1661.9,1723.85,858.05
2022,1,6,Colorbuds,Electronics,6.99,14.99,Ciudad Victoria,272,14.606267605633803,3954.17,4077.28,2052.89
2022,1,6,Colorbuds,Electronics,6.99,14.99,Cuernavaca,160,14.55375,2322.83,2398.4,1204.43
2022,1,6,Colorbuds,Electronics,6.99,14.99,Cuidad de Mexico,738,14.683537414965988,10840.57,11062.62,5681.95
2022,1,6,Colorbuds,Electronics,6.99,14.99,Culiacan,103,14.585102040816325,1508.0,1543.97,788.03
2022,1,6,Colorbuds,Electronics,6.99,14.99,Durango,103,14.669361702127661,1512.49,1543.97,792.52
2022,1,6,Colorbuds,Electronics,6.99,14.99,Guadalajara,940,14.553852631578946,13742.06,14090.6,7171.46
2022,1,6,Colorbuds,Electronics,6.99,14.99,Guanajuato,311,14.644701754385965,4563.48,4661.89,2389.59
2022,1,6,Colorbuds,Electronics,6.99,14.99,Hermosillo,609,14.572058823529412,8912.41,9128.91,4655.5
2022,1,6,Colorbuds,Electronics,6.99,14.99,La Paz,40,14.408750000000001,576.35,599.6,296.75
2022,1,6,Colorbuds,Electronics,6.99,14.99,Merida,139,14.59843373493976,2020.3700000000001,2083.61,1048.76
2022,1,6,Colorbuds,Electronics,6.99,14.99,Mexicali,535,14.529739413680781,7829.23,8019.65,4089.58
2022,1,6,Colorbuds,Electronics,6.99,14.99,Monterrey,976,14.619904214559387,14262.94,14630.24,7440.7
2022,1,6,Colorbuds,Electronics,6.99,14.99,Morelia,331,14.644563758389262,4851.74,4961.69,2538.0499999999997
2022,1,6,Colorbuds,Electronics,6.99,14.99,Oaxaca,5,14.99,74.95,74.95,40.0
2022,1,6,Colorbuds,Electronics,6.99,14.99,Pachuca,53,14.772264150943395,782.93,794.47,412.46
2022,1,6,Colorbuds,Electronics,6.99,14.99,Puebla,425,14.544740259740259,6176.82,6370.75,3206.07
2022,1,6,Colorbuds,Electronics,6.99,14.99,Saltillo,279,14.516837209302325,4070.71,4182.21,2120.5
2022,1,6,Colorbuds,Electronics,6.99,14.99,San Luis Potosi,51,14.842162162162161,754.63,764.49,398.14
2022,1,6,Colorbuds,Electronics,6.99,14.99,Santiago,175,14.74901098901099,2594.79,2623.25,1371.54
2022,1,6,Colorbuds,Electronics,6.99,14.99,Toluca,165,14.399999999999999,2376.58,2473.35,1223.23
2022,1,6,Colorbuds,Electronics,6.99,14.99,Tuxtla Gutierrez,141,14.74909090909091,2076.36,2113.59,1090.77
2022,1,6,Colorbuds,Electronics,6.99,14.99,Villahermosa,141,14.511881188118812,2039.41,2113.59,1053.82
2022,1,6,Colorbuds,Electronics,6.99,14.99,Xalapa,346,14.624140969162994,5033.61,5186.54,2615.0699999999997
2022,1,6,Colorbuds,Electronics,6.99,14.99,Zacatecas,35,14.877142857142859,520.7,524.65,276.05
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Aguascalientes,22,15.530909090909091,341.68,351.78000000000003,77.89999999999998
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Campeche,17,15.624705882352941,265.62,271.83,61.790000000000006
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Chetumal,59,15.47813559322034,913.21,943.41,205.8
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Chihuahua,35,15.637272727272727,547.73,559.65,128.08
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Chilpancingo,41,15.670487804878048,642.49,655.59,150.9
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Ciudad Victoria,17,15.751764705882351,267.78,271.83,63.949999999999996
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Cuernavaca,33,15.578260869565218,513.2,527.67,117.52999999999999
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Cuidad de Mexico,229,15.69205298013245,3600.13,3661.71,854.42
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Culiacan,2,15.85,31.7,31.98,7.719999999999999
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Guadalajara,148,15.765103448275863,2333.28,2366.52,558.76
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Guanajuato,131,15.606067415730339,2046.15,2094.69,475.46
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Hermosillo,72,15.824722222222224,1139.38,1151.28,276.1
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,La Paz,5,15.222,76.11,79.95,16.16
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Merida,35,15.714857142857142,550.02,559.65,130.36999999999998
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Mexicali,85,15.553488372093023,1323.37,1359.15,304.21999999999997
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Monterrey,173,15.685321100917431,2715.3,2766.27,641.03
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Morelia,32,15.296875,489.5,511.68,105.82000000000001
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Oaxaca,88,15.94032258064516,1397.6,1407.1200000000001,342.47999999999996
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Pachuca,15,15.764666666666667,236.47,239.85,56.61999999999999
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Puebla,69,15.554807692307692,1072.35,1103.31,245.04
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Saltillo,85,15.445294117647057,1312.85,1359.15,293.7
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,San Luis Potosi,19,15.606315789473683,296.52,303.81,68.71000000000001
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Santiago,52,15.268461538461539,790.36,831.48,166.88000000000002
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Toluca,63,15.669310344827586,988.0699999999999,1007.37,232.7
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Tuxtla Gutierrez,12,15.81,189.72,191.88,45.84
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Villahermosa,79,15.356451612903227,1218.73,1263.21,271.52
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Xalapa,114,15.70609756097561,1797.66,1822.86,430.79999999999995
2022,1,7,Dart Gun,Sports & Outdoors,11.99,15.99,Zacatecas,15,15.13,226.95000000000002,239.85,47.10000000000001
2022,1,8,Deck Of Cards,Games,3.99,6.99,Aguascalientes,208,6.867417582417583,1421.47,1453.92,591.55
2022,1,8,Deck Of Cards,Games,3.99,6.99,Campeche,231,6.854615384615385,1585.92,1614.69,664.2299999999999
2022,1,8,Deck Of Cards,Games,3.99,6.99,Chetumal,78,6.8429230769230776,535.53,545.22,224.31
2022,1,8,Deck Of Cards,Games,3.99,6.99,Chihuahua,87,6.856385542168675,597.04,608.13,249.91
2022,1,8,Deck Of Cards,Games,3.99,6.99,Chilpancingo,148,6.893918918918919,1020.3,1034.52,429.78
2022,1,8,Deck Of Cards,Games,3.99,6.99,Ciudad Victoria,98,6.8633750000000004,671.83,685.02,280.81
2022,1,8,Deck Of Cards,Games,3.99,6.99,Cuernavaca,68,6.8694444444444445,467.98,475.32,196.66
2022,1,8,Deck Of Cards,Games,3.99,6.99,Cuidad de Mexico,540,6.914071428571428,3737.6,3774.6,1583.0
2022,1,8,Deck Of Cards,Games,3.99,6.99,Culiacan,5,6.74,33.7,34.95,13.75
2022,1,8,Deck Of Cards,Games,3.99,6.99,Durango,79,6.7688235294117645,531.51,552.21,216.29999999999998
2022,1,8,Deck Of Cards,Games,3.99,6.99,Guadalajara,227,6.8428712871287125,1556.26,1586.73,650.53
2022,1,8,Deck Of Cards,Games,3.99,6.99,Guanajuato,393,6.834037735849057,2678.79,2747.07,1110.7199999999998
2022,1,8,Deck Of Cards,Games,3.99,6.99,Hermosillo,380,6.827975206611571,2593.03,2656.2,1076.83
2022,1,8,Deck Of Cards,Games,3.99,6.99,La Paz,118,6.850273972602739,811.28,824.82,340.46
2022,1,8,Deck Of Cards,Games,3.99,6.99,Merida,45,6.936296296296296,313.1,314.55,133.54999999999998
2022,1,8,Deck Of Cards,Games,3.99,6.99,Mexicali,242,6.885578947368421,1667.6100000000001,1691.58,702.03
2022,1,8,Deck Of Cards,Games,3.99,6.99,Monterrey,296,6.91451724137931,2047.09,2069.04,866.05
2022,1,8,Deck Of Cards,Games,3.99,6.99,Morelia,95,6.8750526315789475,653.13,664.0500000000001,274.08
2022,1,8,Deck Of Cards,Games,3.99,6.99,Oaxaca,13,6.767692307692308,87.98,90.87,36.11
2022,1,8,Deck Of Cards,Games,3.99,6.99,Pachuca,112,6.8630555555555555,771.35,782.88,324.46999999999997
2022,1,8,Deck Of Cards,Games,3.99,6.99,Puebla,222,6.909781420765027,1535.39,1551.78,649.61
2022,1,8,Deck Of Cards,Games,3.99,6.99,Saltillo,143,6.883538461538461,985.03,999.57,414.46
2022,1,8,Deck Of Cards,Games,3.99,6.99,San Luis Potosi,120,6.809104477611941,825.09,838.8,346.29
2022,1,8,Deck Of Cards,Games,3.99,6.99,Santiago,46,6.848918918918919,315.78,321.54,132.23999999999998
2022,1,8,Deck Of Cards,Games,3.99,6.99,Toluca,191,6.9048823529411765,1320.2,1335.09,558.11
2022,1,8,Deck Of Cards,Games,3.99,6.99,Tuxtla Gutierrez,62,6.899782608695652,428.31,433.38,180.92999999999998
2022,1,8,Deck Of Cards,Games,3.99,6.99,Villahermosa,73,6.868870967741936,500.56,510.27,209.29
2022,1,8,Deck Of Cards,Games,3.99,6.99,Xalapa,86,6.869736842105263,592.0,601.14,248.85999999999999
2022,1,8,Deck Of Cards,Games,3.99,6.99,Zacatecas,7,6.94,48.580000000000005,48.93,20.650000000000002
2022,1,9,Dino Egg,Toys,9.99,10.99,Aguascalientes,99,10.734805194805196,1058.9,1088.01,69.89000000000001
2022,1,9,Dino Egg,Toys,9.99,10.99,Campeche,154,10.696238532110092,1648.04,1692.46,109.57999999999997
2022,1,9,Dino Egg,Toys,9.99,10.99,Chetumal,53,10.785283018867924,571.62,582.47,42.14999999999998
2022,1,9,Dino Egg,Toys,9.99,10.99,Chihuahua,153,10.746588235294118,1640.16,1681.47,111.69
2022,1,9,Dino Egg,Toys,9.99,10.99,Chilpancingo,41,10.511707317073169,430.97999999999996,450.59000000000003,21.38999999999998
2022,1,9,Dino Egg,Toys,9.99,10.99,Ciudad Victoria,69,10.809310344827587,745.3,758.3100000000001,55.989999999999995
2022,1,9,Dino Egg,Toys,9.99,10.99,Cuernavaca,52,10.532499999999999,547.6899999999999,571.48,28.209999999999972
2022,1,9,Dino Egg,Toys,9.99,10.99,Cuidad de Mexico,322,10.674032258064516,3433.86,3538.78,217.07999999999996
2022,1,9,Dino Egg,Toys,9.99,10.99,Culiacan,38,10.796315789473686,410.26000000000005,417.62,30.640000000000015
2022,1,9,Dino Egg,Toys,9.99,10.99,Durango,40,10.60125,424.05,439.6,24.449999999999996
2022,1,9,Dino Egg,Toys,9.99,10.99,Guadalajara,256,10.69461038961039,2743.63,2813.44,186.18999999999997
2022,1,9,Dino Egg,Toys,9.99,10.99,Guanajuato,205,10.712655367231639,2191.53,2252.95,143.57999999999993
2022,1,9,Dino Egg,Toys,9.99,10.99,Hermosillo,190,10.741678832116788,2048.63,2088.1,150.53
2022,1,9,Dino Egg,Toys,9.99,10.99,La Paz,56,10.616249999999999,594.51,615.44,35.06999999999998
2022,1,9,Dino Egg,Toys,9.99,10.99,Merida,53,10.81245283018868,573.0600000000001,582.47,43.589999999999996
2022,1,9,Dino Egg,Toys,9.99,10.99,Mexicali,144,10.75849557522124,1551.16,1582.56,112.59999999999998
2022,1,9,Dino Egg,Toys,9.99,10.99,Monterrey,129,10.589811320754716,1371.61,1417.71,82.89999999999998
2022,1,9,Dino Egg,Toys,9.99,10.99,Oaxaca,61,10.510983606557376,641.17,670.39,31.779999999999994
2022,1,9,Dino Egg,Toys,9.99,10.99,Pachuca,56,10.658035714285715,596.85,615.44,37.40999999999999
2022,1,9,Dino Egg,Toys,9.99,10.99,Puebla,227,10.761486486486486,2423.4900000000002,2494.73,155.75999999999996
2022,1,9,Dino Egg,Toys,9.99,10.99,Saltillo,91,10.66,970.0600000000001,1000.09,60.97000000000001
2022,1,9,Dino Egg,Toys,9.99,10.99,San Luis Potosi,92,10.623695652173913,977.38,1011.08,58.29999999999996
2022,1,9,Dino Egg,Toys,9.99,10.99,Santiago,50,10.7796,538.98,549.5,39.48
2022,1,9,Dino Egg,Toys,9.99,10.99,Toluca,62,10.573913043478262,655.92,681.38,36.54
2022,1,9,Dino Egg,Toys,9.99,10.99,Tuxtla Gutierrez,74,10.758333333333333,796.9399999999999,813.26,57.67999999999995
2022,1,9,Dino Egg,Toys,9.99,10.99,Villahermosa,12,10.78,129.35999999999999,131.88,9.47999999999999
2022,1,9,Dino Egg,Toys,9.99,10.99,Xalapa,72,10.886964285714287,785.35,791.28,66.07000000000002
2022,1,9,Dino Egg,Toys,9.99,10.99,Zacatecas,31,10.666315789473684,328.42,340.69,18.729999999999997
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Aguascalientes,36,14.784444444444444,532.24,539.64,136.6
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Campeche,59,14.676296296296297,866.98,884.41,218.57000000000002
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Chetumal,11,14.73,162.03,164.89000000000001,41.14
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Chihuahua,3,14.1,42.3,44.97,9.329999999999998
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Chilpancingo,8,14.94,119.52,119.92,31.599999999999994
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Cuernavaca,23,14.77304347826087,339.78000000000003,344.77,87.01
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Cuidad de Mexico,31,14.3975,448.91,464.69,108.22
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Durango,18,14.25,256.5,269.82,58.67999999999999
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Guadalajara,138,14.639922480620156,2016.35,2068.62,499.72999999999996
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Guanajuato,61,14.725777777777777,897.6999999999999,914.39,227.30999999999997
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Hermosillo,48,14.9525,717.4200000000001,719.52,189.89999999999998
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Merida,25,14.25,356.25,374.75,81.50000000000001
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Mexicali,23,14.37,330.51,344.77,77.73999999999998
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Monterrey,112,14.596885245901639,1629.25,1678.8799999999999,398.36999999999995
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Morelia,33,14.813939393939394,488.86,494.67,126.18999999999998
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Puebla,10,14.788,147.88,149.9,37.980000000000004
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Saltillo,18,14.309999999999999,257.58,269.82,59.76
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Toluca,17,14.753529411764706,250.81,254.83,63.97999999999999
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Tuxtla Gutierrez,32,14.87625,476.04,479.68,124.36000000000001
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Xalapa,29,14.72655172413793,427.07,434.71,108.36
2022,1,10,Dinosaur Figures,Toys,10.99,14.99,Zacatecas,4,14.64,58.56,59.96,14.600000000000001
2022,1,14,Glass Marbles,Games,5.99,10.99,Aguascalientes,91,10.55,960.0500000000001,1000.09,414.96000000000004
2022,1,14,Glass Marbles,Games,5.99,10.99,Campeche,72,10.69709090909091,769.9,791.28,338.62
2022,1,14,Glass Marbles,Games,5.99,10.99,Chetumal,14,10.77,150.78,153.86,66.91999999999999
2022,1,14,Glass Marbles,Games,5.99,10.99,Chihuahua,58,10.761320754716982,623.1,637.4200000000001,275.68
2022,1,14,Glass Marbles,Games,5.99,10.99,Chilpancingo,11,10.736363636363636,118.1,120.89,52.209999999999994
2022,1,14,Glass Marbles,Games,5.99,10.99,Ciudad Victoria,24,10.658333333333333,255.79999999999998,263.76,112.03999999999998
2022,1,14,Glass Marbles,Games,5.99,10.99,Cuernavaca,34,10.75,365.5,373.66,161.84
