Year,Month,Store_ID,Store_Name,Store_City,Store_Location,Store_Open_Date,Units,nUnique_Products,Actual_Product_Price,Revenue,xRevenue,Profit
2022,1,22,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29,676,18,12.317808695652174,8010.99,8179.24,2553.75
2022,1,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12,649,20,13.933216266173751,9020.84,9245.51,2700.33
2022,1,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31,924,19,12.026530612244898,10877.12,11219.76,3291.36
2022,1,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08,782,16,15.413092783505155,11642.07,11958.18,3766.39
2022,1,26,Maven Toys Campeche 2,Campeche,Commercial,2010-09-15,634,15,12.329702048417133,7975.08,8174.16,2554.92
2022,1,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02,501,12,15.573838862559242,7826.13,8020.99,1646.14
2022,1,28,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01,907,16,14.327991202346041,12842.98,13115.43,3517.5499999999997
2022,1,29,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21,658,12,13.70945205479452,9100.76,9342.42,3082.34
2022,1,30,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20,997,17,14.053430012610342,13891.28,14254.53,4211.75
2022,1,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,2012-05-04,1355,14,13.154376470588234,18027.14,18363.45,6207.69
2022,1,32,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31,759,14,12.422665406427221,9373.55,9562.41,2844.14
2022,1,33,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17,654,19,12.641014799154334,8661.99,8866.96,3291.5299999999997
2022,1,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07,819,19,13.69328,11674.49,11989.31,3107.18
2022,1,35,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,2013-06-11,574,16,11.818565965583174,6737.1,6935.26,2059.34
2022,1,36,Maven Toys Morelia 1,Morelia,Downtown,2013-07-01,860,17,10.88325227963526,10045.58,10299.9,4048.18
2022,1,37,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28,968,19,13.922197368421054,13151.99,13422.32,3349.67
2022,1,38,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18,831,18,13.268151260504203,10537.78,10774.19,3050.59
2022,1,39,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21,712,16,15.78593572778828,11560.07,11821.88,2920.19
2022,1,40,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27,446,15,11.96106329113924,5355.13,5504.54,1512.59
2022,1,41,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01,688,16,12.962544483985765,9150.49,9392.12,2556.37
2022,1,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27,804,13,15.189092526690393,11575.64,11855.46,3509.18
2022,1,43,Maven Toys Durango 1,Durango,Downtown,2014-06-30,429,14,14.005275362318839,5841.15,6047.71,1608.4399999999998
2022,1,44,Maven Toys Puebla 3,Puebla,Residential,2014-12-27,647,12,14.923519553072627,9766.88,10017.53,2838.35
2022,1,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21,592,15,14.153412017167382,8380.96,8533.58,2171.38
2022,1,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,2015-10-31,1031,18,14.21112781954887,14782.2,15122.19,4849.009999999999
2022,1,47,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21,554,15,15.85670859538784,8400.93,8617.460000000001,2163.47
2022,1,48,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23,481,16,15.298282608695652,7456.52,7719.1900000000005,1936.33
2022,1,49,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10,475,17,11.195416666666667,5787.6,5925.25,1538.3500000000001
2022,1,50,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18,514,18,14.788607594936709,7443.46,7615.86,2190.1
2022,2,1,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,570,18,14.117454909819639,8564.56,8940.8,1759.7599999999998
2022,2,2,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,884,15,17.1053125,16125.21,16751.16,3522.0499999999997
2022,2,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,819,15,13.300834645669292,10911.23,11326.31,3373.92
2022,2,4,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,950,20,13.476970954356847,12160.49,12664.5,3548.99
2022,2,5,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,532,18,14.539961013645224,7648.24,7973.18,1786.06
2022,2,6,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13,1163,18,12.266606683804627,14103.43,14758.869999999999,5227.5599999999995
2022,2,7,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25,789,18,14.350281690140845,10573.32,11070.11,3190.21
2022,2,8,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14,646,18,14.166322067594432,9601.88,10092.54,2298.3399999999997
2022,2,9,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15,1307,17,14.62575910931174,19394.69,20270.43,4101.26
2022,2,10,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,907,18,12.536279411764706,11069.98,11665.93,3311.05
2022,2,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,508,16,13.265222772277227,6563.16,6813.92,1489.24
2022,2,12,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,618,18,13.97012048192771,8438.15,8909.32,2411.33
2022,2,13,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,864,16,14.786581920903954,13004.11,13606.36,2472.25
2022,2,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,817,14,13.732177554438861,11219.64,11730.83,3386.81
2022,2,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,923,17,12.703169129720854,11398.07,12027.27,2653.7999999999997
2022,2,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,903,17,15.329344729344731,13661.47,14220.97,3206.5
2022,2,17,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,947,17,14.800936708860759,14307.76,14868.03,2643.7299999999996
2022,2,18,Maven Toys Merida 1,Merida,Downtown,2008-08-22,436,19,14.51002538071066,6255.66,6452.64,1680.02
2022,2,19,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,713,15,12.472890484739676,8844.08,9209.37,2975.71
2022,2,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,352,13,16.105939597315434,5918.76,6139.9800000000005,1106.28
2022,2,21,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23,544,15,12.375568862275449,6686.2300000000005,6970.06,1974.17
2022,2,22,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29,659,16,14.422532588454375,9475.82,9883.41,2945.41
2022,2,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12,752,16,16.043471074380165,11819.37,12372.48,2442.89
2022,2,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31,747,17,14.271059027777776,11357.09,11865.03,2493.06
2022,2,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08,654,13,15.98953216374269,10200.89,10578.960000000001,3305.43
2022,2,26,Maven Toys Campeche 2,Campeche,Commercial,2010-09-15,686,16,14.80413729128015,9802.55,10193.14,2399.41
2022,2,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02,450,14,15.421085858585858,7409.88,7795.0,1380.8799999999999
2022,2,28,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01,758,16,14.687735507246376,11199.6,11653.92,2319.68
2022,2,29,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21,678,16,13.23031746031746,8776.41,9209.22,2543.19
2022,2,30,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20,772,15,13.754438860971524,10250.35,10653.78,2656.5699999999997
2022,2,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,2012-05-04,1682,14,14.755322916666668,23058.02,24145.18,6647.839999999999
2022,2,32,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31,803,16,12.84531914893617,10549.72,11040.47,3692.25
2022,2,33,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17,740,18,15.097976782752902,10945.76,11401.6,3355.16
2022,2,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07,762,14,11.27111111111111,9060.73,9487.88,3224.35
2022,2,35,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,2013-06-11,555,15,15.146842105263158,8462.67,8805.95,2124.72
2022,2,36,Maven Toys Morelia 1,Morelia,Downtown,2013-07-01,570,16,12.775448717948718,6938.15,7274.3,1901.35
2022,2,37,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28,836,20,13.711537267080745,10417.99,10962.64,2214.35
2022,2,38,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18,859,15,11.76985197368421,9901.56,10341.91,2422.65
2022,2,39,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21,627,16,14.257667910447761,8960.91,9441.23,2533.6800000000003
2022,2,40,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27,561,17,11.980584551148224,6442.92,6739.89,1798.53
2022,2,41,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01,767,16,11.034411764705883,8183.8099999999995,8535.83,2454.98
2022,2,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27,643,16,15.091824175824176,9110.47,9477.57,2777.8999999999996
2022,2,43,Maven Toys Durango 1,Durango,Downtown,2014-06-30,578,14,12.653405511811025,6875.57,7137.72,1877.85
2022,2,44,Maven Toys Puebla 3,Puebla,Residential,2014-12-27,938,14,15.231061946902654,13688.75,14234.62,3904.63
2022,2,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21,653,17,13.523052064631957,8865.0,9190.97,2593.03
2022,2,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,2015-10-31,1012,17,15.901635687732343,16358.5,16996.38,4278.12
2022,2,47,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21,561,18,13.97682745825603,7855.37,8217.39,1577.4799999999998
2022,2,48,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23,540,18,14.487665952890792,7643.88,7928.1,2418.78
2022,2,49,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10,366,13,11.97192926045016,4457.69,4655.34,1643.35
2022,2,50,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18,534,17,13.839267734553776,8009.1,8377.16,1622.4399999999998
2022,3,1,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,630,20,12.832862254025045,7745.12,7904.2,2245.42
2022,3,2,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,995,18,14.495062344139653,14778.65,15144.55,3728.1
2022,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,697,17,11.300836177474403,8216.43,8445.53,2773.4
2022,3,4,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,1205,20,15.61367734282325,19980.49,20464.45,5030.039999999999
2022,3,5,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,733,17,14.692516778523489,10486.23,10700.17,3015.5599999999995
2022,3,6,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13,803,15,11.230361663652804,9491.15,9809.97,3690.68
2022,3,7,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25,1104,21,14.180296096904442,15618.47,15948.960000000001,4793.01
2022,3,8,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14,659,18,15.794846938775512,10232.31,10487.41,2442.8999999999996
2022,3,9,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15,1072,18,14.66468339307049,16280.63,16578.78,3530.35
2022,3,10,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,743,20,11.580343642611684,8604.13,8779.57,2427.56
2022,3,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,507,18,13.088062953995157,6988.74,7152.43,1623.8099999999997
2022,3,12,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,716,18,13.967328990228014,10198.380000000001,10520.34,2812.54
2022,3,13,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,830,16,16.898246951219512,13957.32,14240.2,3227.62
2022,3,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,941,16,14.724426229508198,14081.58,14418.59,3913.49
2022,3,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,769,18,12.579185185185187,9825.13,10034.81,2876.82
2022,3,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,571,17,18.50565476190476,10340.54,10567.79,2197.25
2022,3,17,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,1181,19,13.636594285714287,15243.01,15513.69,4063.32
2022,3,18,Maven Toys Merida 1,Merida,Downtown,2008-08-22,422,18,16.7318009478673,7060.82,7245.78,1656.5399999999997
2022,3,19,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,408,17,13.99414364640884,5859.47,5980.42,1767.55
2022,3,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,578,16,17.266645702306082,9786.04,9983.72,2131.32
2022,3,21,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23,747,16,15.677634408602149,11621.7,11845.53,2883.17
2022,3,22,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29,797,17,14.16375420875421,11439.43,11684.53,3511.8999999999996
2022,3,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12,877,19,14.458677165354331,12448.09,12807.73,3493.8599999999997
2022,3,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31,754,19,13.774728171334433,10121.91,10335.460000000001,2751.45
2022,3,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08,678,13,13.680780141843972,9283.61,9599.72,3049.39
2022,3,26,Maven Toys Campeche 2,Campeche,Commercial,2010-09-15,759,16,14.463968,10569.12,10801.41,3247.71
2022,3,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02,575,16,13.952762886597938,7859.11,7990.75,2042.86
2022,3,28,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01,691,17,12.915875796178344,9078.1,9269.09,2382.51
2022,3,29,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21,779,16,13.586778425655977,10444.94,10666.210000000001,2859.73
2022,3,30,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20,1358,16,16.54763557483731,21045.29,21481.42,5270.87
2022,3,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,2012-05-04,1698,16,12.442609523809523,20331.54,20853.02,7381.0199999999995
2022,3,32,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31,788,17,14.8448128342246,11677.08,11992.12,4067.96
2022,3,33,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17,633,16,13.400717299578059,9301.8,9514.17,2566.6299999999997
2022,3,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07,763,16,10.895499207606974,8758.3,8961.37,2806.43
2022,3,35,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,2013-06-11,631,18,13.601484962406015,8543.14,8816.69,2073.95
2022,3,36,Maven Toys Morelia 1,Morelia,Downtown,2013-07-01,785,17,13.693501529051987,10197.18,10440.65,2934.5299999999997
2022,3,37,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28,740,17,15.341923664122136,11369.91,11608.6,2837.81
2022,3,38,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18,1108,21,13.52280774550484,14335.960000000001,14631.42,4148.04
2022,3,39,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21,698,16,15.009751166407465,10493.75,10756.52,2638.73
2022,3,40,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27,621,18,13.20685393258427,7659.44,7860.79,2077.65
2022,3,41,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01,1107,18,11.980607866507746,13353.94,13672.43,4382.51
2022,3,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27,790,14,16.569318181818183,13455.26,13756.1,3531.16
2022,3,43,Maven Toys Durango 1,Durango,Downtown,2014-06-30,713,17,12.481791304347826,8311.74,8569.87,2476.37
2022,3,44,Maven Toys Puebla 3,Puebla,Residential,2014-12-27,818,16,15.728211624441132,13415.6,13700.82,2989.7799999999997
2022,3,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21,895,18,15.533019145802651,13999.51,14263.05,3494.46
2022,3,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,2015-10-31,1135,17,15.642995049504952,16587.4,17015.65,4993.75
2022,3,47,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21,852,16,16.29507042253521,14704.84,14995.48,3102.859999999999
2022,3,48,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23,465,16,15.998166666666666,7171.16,7388.85,1996.3099999999997
2022,3,49,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10,497,16,13.089015151515152,7121.04,7282.03,1843.0099999999998
2022,3,50,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18,665,16,15.096003649635037,9440.6,9698.35,2521.25
2022,4,1,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,968,18,12.807232142857144,12512.35,12960.82,2951.5299999999997
2022,4,2,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,1029,18,15.242876254180603,15247.4,15755.71,3611.69
2022,4,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,761,16,11.458939873417721,8915.5,9229.39,2855.1099999999997
2022,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,964,20,13.68766550522648,12981.58,13543.36,3335.22
2022,4,5,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,487,18,13.148888888888889,7026.37,7302.13,1489.74
2022,4,6,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13,1097,23,11.68875792141952,12649.06,13152.03,4540.53
2022,4,7,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25,1217,21,13.330571748878924,15711.29,16369.83,4071.4599999999996
2022,4,8,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14,1000,21,14.686706192358365,13602.48,14084.5,3002.98
2022,4,9,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15,1794,19,14.069615705931497,24066.27,25237.06,4622.21
2022,4,10,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14,1021,19,10.661960784313726,11198.37,11540.789999999999,3077.58
2022,4,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19,514,15,15.342706935123042,8308.4,8507.86,1724.54
2022,4,12,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05,756,17,12.884396396396397,9621.53,10014.94,2425.5899999999997
2022,4,13,Maven Toys Mexicali 2,Mexicali,Downtown,2006-08-30,789,18,14.50877133105802,11505.37,11950.61,2314.7599999999998
2022,4,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31,1048,17,13.840282208588956,15158.0,15682.02,3153.9799999999996
2022,4,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05,937,17,11.916852646638054,11233.52,11777.13,2706.39
2022,4,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19,782,18,12.760537634408603,10784.07,11136.18,2224.89
2022,4,17,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09,1025,18,13.12816149068323,12921.79,13420.75,3105.04
2022,4,18,Maven Toys Merida 1,Merida,Downtown,2008-08-22,741,19,12.982146422628952,9728.8,10093.59,2577.7099999999996
2022,4,19,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16,624,17,12.611588132635253,7836.18,8108.26,2291.92
2022,4,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29,750,16,15.719064220183485,12109.92,12455.0,2900.9199999999996
2022,4,21,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23,1012,18,14.62157960199005,14937.94,15400.38,3652.56
2022,4,22,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29,810,20,14.564628820960698,11878.78,12269.9,2613.8799999999997
2022,4,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12,747,20,14.069837398373984,10235.92,10592.53,3052.39
2022,4,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31,621,19,14.215229540918164,10162.41,10488.29,1937.12
2022,4,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2010-09-08,687,17,13.685342960288809,9002.43,9221.63,2792.7999999999997
2022,4,26,Maven Toys Campeche 2,Campeche,Commercial,2010-09-15,508,16,14.545938303341902,6661.26,6883.92,1713.34
2022,4,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02,581,17,14.379825708061002,8249.02,8513.19,1974.8299999999997
2022,4,28,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01,908,17,15.28296961325967,13247.51,13679.42,2852.0899999999997
2022,4,29,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21,901,18,13.26619119878604,12091.79,12467.49,3486.3
2022,4,30,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20,1589,19,12.665714285714285,19695.95,20484.11,5323.339999999999
2022,4,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,2012-05-04,1506,18,11.794133192389006,19023.670000000002,19601.44,6648.23
2022,4,32,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31,771,16,10.85768581081081,8714.73,9081.79,2839.94
2022,4,33,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17,1044,20,12.264852150537633,13356.97,13925.56,4171.41
2022,4,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07,804,19,12.502372372372372,9740.51,10071.96,2551.5499999999997
2022,4,35,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,2013-06-11,886,18,12.99938028169014,12859.04,13266.14,3270.8999999999996
2022,4,36,Maven Toys Morelia 1,Morelia,Downtown,2013-07-01,1094,21,13.059255874673628,13993.72,14575.06,4559.66
2022,4,37,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28,893,19,12.34673027989822,10647.43,11055.07,2537.36
2022,4,38,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18,1174,20,12.099321329639888,13256.52,13624.76,3700.7599999999998
2022,4,39,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21,1043,16,14.742114427860697,15899.91,16483.57,4233.34
2022,4,40,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27,908,19,14.948164116828929,13257.07,13901.92,3045.6499999999996
2022,4,41,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01,1150,19,13.584659498207886,16461.170000000002,17120.0,4087.1699999999996
2022,4,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27,1033,16,19.056703755215576,20969.2,21747.170000000002,4130.03
2022,4,43,Maven Toys Durango 1,Durango,Downtown,2014-06-30,1102,18,12.694889406286379,13606.41,14164.48,3399.43
2022,4,44,Maven Toys Puebla 3,Puebla,Residential,2014-12-27,783,15,13.802746710526316,12038.52,12533.67,2984.85
2022,4,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21,1481,17,15.114760956175298,22870.31,23725.19,5377.12
2022,4,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,2015-10-31,948,18,14.515255681818182,14607.8,15237.52,3445.78
2022,4,47,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21,1197,18,16.375806451612902,19495.94,20348.53,3618.41
2022,4,48,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23,1114,18,13.530281690140844,14427.0,15030.36,4031.1399999999994
2022,4,49,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10,725,18,15.573205342237062,12824.14,13283.75,2141.39
2022,4,50,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18,778,20,13.513560606060608,11336.12,11823.72,2177.3999999999996
