Year,Month,Store_ID,Product_ID,Product_Name,Product_Category,Product_Cost,Product_Price,Store_Name,Store_City,Store_Location,Store_Open_Date,Units,Actual_Product_Price,Revenue,xRevenue,Profit,Elasticity,New_Product_Price,New_Units,New_Revenue,Delta_Revenue
2023,3,1,13,Gamer Headphones,Electronics,14.99,21.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,33,21.63969696969697,714.11,725.67,219.44,-0.577572253596371,22.550000000000008,32.5232862026933,733.4,7.730000000000018
2023,3,1,14,Glass Marbles,Games,5.99,11.49,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,40,11.030666666666669,445.42,459.6,205.82,-0.001,12.050000000000008,39.99808529155787,481.98,22.379999999999995
2023,3,1,15,Hot Wheels 5-Pack,Toys,3.99,6.49,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,6,6.300000000000001,37.8,38.94,13.86,-0.001,6.989999999999998,5.999537750385208,41.94,3.0
2023,3,1,16,Jenga,Games,3.99,10.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,30,10.456333333333331,313.69,329.7,193.99,-0.1080300862392034,11.550000000000008,29.837807422843778,344.63,14.930000000000007
2023,3,1,17,Kids Makeup Kit,Art & Crafts,13.99,20.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,14,19.9,278.6,293.86,82.73999999999998,-0.001,21.550000000000008,13.999633158646974,301.69,7.829999999999984
2023,3,1,18,Lego Bricks,Toys,34.99,39.49,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,47,37.94914893617022,1783.61,1856.03,139.07999999999993,-0.001,39.989999999999974,46.99940491263611,1879.51,23.480000000000018
2023,3,1,19,Magic Sand,Art & Crafts,13.99,16.49,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,120,16.095873015873014,1928.76,1978.8,249.96,-0.001,17.050000000000008,119.99599757428744,2045.93,67.13000000000011
2023,3,1,21,Mini Ping Pong Set,Sports & Outdoors,6.99,11.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,31,11.728571428571428,365.8,371.69,149.11,-1.0084984868782298,11.99,31.0,371.69,0.0
2023,3,1,23,Mr. Potatohead,Toys,4.99,10.49,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,20,10.416,208.32,209.8,108.52,-0.1279315438666119,11.050000000000008,19.865848714725193,219.52,9.719999999999999
2023,3,1,24,Nerf Gun,Sports & Outdoors,14.99,19.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,176,19.484202898550723,3422.3,3518.24,784.0599999999997,-0.001,20.550000000000008,175.9951575787894,3616.7,98.46000000000004
2023,3,1,25,PlayDoh Can,Art & Crafts,1.99,3.19,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,119,3.143157894736842,374.07,379.61,137.26,-0.001,3.5499999999999985,118.98694357366772,422.4,42.789999999999964
2023,3,1,30,Rubik's Cube,Games,17.29,19.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,123,19.46517647058824,2382.24,2458.77,255.56999999999996,-0.6310732979550706,20.550000000000008,120.86432673303347,2483.76,24.990000000000236
2023,3,1,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,7,13.89,97.23,97.93,20.300000000000004,-0.1360256787300833,14.550000000000008,6.962566199920598,101.31,3.3799999999999955
2023,3,1,33,Teddy Bear,Toys,10.99,12.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,64,12.474444444444444,798.2,831.36,94.84000000000005,-0.001,13.550000000000008,63.997290223248655,867.16,35.799999999999955
2023,3,1,34,Toy Robot,Electronics,21.99,27.49,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,15,26.996666666666663,404.95,412.35,75.10000000000002,-0.001,28.050000000000008,14.999699890869406,420.74,8.389999999999986
2023,3,1,35,Uno Card Game,Games,3.99,8.49,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18,8,8.13,65.04,67.92,33.120000000000005,-0.001,9.050000000000008,7.999481743227326,72.4,4.480000000000004
2023,3,2,1,Action Figure,Toys,10.99,17.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,35,17.319714285714284,606.1899999999999,612.15,221.54,-0.157863359935039,18.050000000000008,34.82625101893942,628.61,16.460000000000036
2023,3,2,2,Animal Figures,Toys,10.49,13.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,18,13.94,250.92,251.82,62.09999999999999,-0.9797049408780422,14.250000000000004,17.684869747394476,252.01,0.18999999999999773
2023,3,2,3,Barrel O' Slime,Art & Crafts,1.99,4.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,134,4.386703296703296,586.5,601.6600000000001,319.84,-1.0281641691354928,4.49,134.0,601.66,-1.1368683772161603e-13
2023,3,2,6,Colorbuds,Electronics,7.59,15.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,18,15.640555555555554,281.53,287.82,144.91,-1.0331850189228673,15.99,18.0,287.82,0.0
2023,3,2,7,Dart Gun,Sports & Outdoors,12.49,17.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,9,16.96,152.64,157.41,40.23,-2.632756818812449,17.49,9.0,157.41,0.0
2023,3,2,8,Deck Of Cards,Games,4.29,7.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,152,7.356741573033708,1112.49,1138.48,460.41,-0.001,8.049999999999999,151.98883845126838,1223.51,85.02999999999997
2023,3,2,9,Dino Egg,Toys,9.99,10.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,100,10.811666666666666,1077.49,1099.0,78.48999999999995,-0.001,11.550000000000008,99.99499545040946,1154.94,55.940000000000055
2023,3,2,10,Dinosaur Figures,Toys,10.99,15.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,7,15.48,108.36,108.43,31.43,-1.017428193629973,15.49,7.0,108.43,0.0
2023,3,2,11,Etch A Sketch,Art & Crafts,10.99,21.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,15,21.67,325.05,329.85,160.20000000000002,-0.001,22.550000000000008,14.99962482946794,338.24,8.389999999999986
2023,3,2,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,18,11.406666666666666,205.32,215.82,43.49999999999999,-3.6865589089079034,11.99,18.0,215.82,0.0
2023,3,2,13,Gamer Headphones,Electronics,14.99,21.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,73,21.45205479452055,1566.0,1605.27,471.73,-0.001,22.550000000000008,72.9981741700773,1646.11,40.83999999999992
2023,3,2,14,Glass Marbles,Games,5.99,11.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,6,11.136666666666663,66.82,68.94,30.879999999999995,-0.001,12.050000000000008,5.999712793733681,72.3,3.3599999999999994
2023,3,2,15,Hot Wheels 5-Pack,Toys,3.99,6.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,39,6.296666666666667,245.57,253.11,89.96,-0.001,6.989999999999998,38.99699537750385,272.59,19.47999999999996
2023,3,2,16,Jenga,Games,3.99,10.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,6,10.83,64.98,65.94,41.04,-0.001,11.550000000000008,5.999699727024568,69.3,3.3599999999999994
2023,3,2,17,Kids Makeup Kit,Art & Crafts,13.99,20.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,25,20.9456,523.64,524.75,173.89,-0.5415226499952885,21.550000000000008,24.645262675681977,531.11,6.360000000000014
2023,3,2,18,Lego Bricks,Toys,34.99,39.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,71,38.19132075471698,2730.46,2803.79,246.17,-1.5452045579104374,39.49,71.0,2803.79,0.0
2023,3,2,19,Magic Sand,Art & Crafts,13.99,16.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,44,16.337333333333333,720.18,725.56,104.61999999999998,-0.001,17.050000000000008,43.9985324439054,750.17,24.610000000000014
2023,3,2,21,Mini Ping Pong Set,Sports & Outdoors,6.99,11.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,66,11.65318181818182,769.11,791.34,307.77,-0.001,12.550000000000008,65.99697247706422,828.26,36.91999999999996
2023,3,2,23,Mr. Potatohead,Toys,4.99,10.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,16,10.06875,161.1,167.84,81.25999999999999,-0.001,11.050000000000008,15.999161105815062,176.79,8.949999999999989
2023,3,2,24,Nerf Gun,Sports & Outdoors,14.99,19.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,1,18.84,18.84,19.99,3.85,-0.001,20.550000000000008,0.9999724862431215,20.55,0.5600000000000023
2023,3,2,25,PlayDoh Can,Art & Crafts,1.99,3.19,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,141,3.1649367088607594,445.45,449.79,164.86,-0.001,3.5499999999999985,140.98452978056426,500.5,50.70999999999998
2023,3,2,26,PlayDoh Playset,Art & Crafts,20.99,25.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,11,25.6,281.6,285.89,50.71000000000004,-0.001,26.550000000000008,10.999767218160832,292.04,6.150000000000034
2023,3,2,27,PlayDoh Toolkit,Art & Crafts,3.99,4.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,1,4.81,4.81,4.99,0.8199999999999994,-0.2027243700748819,5.489999999999998,0.9796869368662444,5.38,0.3899999999999997
2023,3,2,30,Rubik's Cube,Games,17.29,19.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,20,19.643,392.86,399.8,47.06000000000002,-0.001,20.550000000000008,19.99944972486243,410.99,11.189999999999998
2023,3,2,31,Splash Balls,Sports & Outdoors,7.99,9.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,39,9.323846153846151,363.63,370.11,52.01999999999998,-0.3033857630047334,10.050000000000008,38.31426505622217,385.06,14.949999999999989
2023,3,2,34,Toy Robot,Electronics,21.99,27.49,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27,23,27.109565217391303,623.52,632.27,117.75000000000004,-0.001,28.050000000000008,22.999539832666425,645.14,12.870000000000005
2023,3,3,1,Action Figure,Toys,10.99,17.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,112,17.07525,1910.73,1958.88,679.85,-0.2717270879994957,18.050000000000008,111.04297377811497,2004.33,45.44999999999982
2023,3,3,2,Animal Figures,Toys,10.49,13.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,33,13.853333333333332,457.16,461.67,110.99,-0.001,14.550000000000008,32.998702644746245,480.13,18.45999999999998
2023,3,3,3,Barrel O' Slime,Art & Crafts,1.99,4.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,145,4.385377358490566,636.7,651.0500000000001,348.15,-0.001,4.949999999999998,144.98546770601337,717.68,66.62999999999988
2023,3,3,6,Colorbuds,Electronics,7.59,15.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,68,15.2985,1047.06,1087.32,530.9399999999999,-1.562413870344132,15.99,68.0,1087.32,0.0
2023,3,3,7,Dart Gun,Sports & Outdoors,12.49,17.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,20,17.064999999999998,341.29999999999995,349.79999999999995,91.49999999999996,-0.001,18.050000000000008,19.99937106918239,360.99,11.190000000000055
2023,3,3,8,Deck Of Cards,Games,4.29,7.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,79,7.431772151898734,587.11,591.71,248.2,-0.001,8.049999999999999,78.99419893190921,635.9,44.18999999999994
2023,3,3,9,Dino Egg,Toys,9.99,10.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,93,10.735106382978724,994.11,1022.07,65.03999999999994,-0.862039500738156,11.550000000000008,88.9878689296854,1027.81,5.739999999999895
2023,3,3,10,Dinosaur Figures,Toys,10.99,15.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,19,15.039473684210526,285.75,294.31,76.93999999999998,-0.0766681903920465,15.990000000000007,18.952979482974534,303.06,8.75
2023,3,3,11,Etch A Sketch,Art & Crafts,10.99,21.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,6,21.33,127.98,131.94,62.03999999999999,-0.001,22.550000000000008,5.9998499317871765,135.3,3.3600000000000136
2023,3,3,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,46,11.655,539.8299999999999,551.54,126.28999999999998,-0.001,12.550000000000008,45.99788990825688,577.27,25.730000000000018
2023,3,3,13,Gamer Headphones,Electronics,14.99,21.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,6,21.416666666666668,128.5,131.94,38.56,-0.001,22.550000000000008,5.9998499317871765,135.3,3.3600000000000136
2023,3,3,15,Hot Wheels 5-Pack,Toys,3.99,6.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,24,6.45375,154.89,155.76,59.13,-0.001,6.989999999999998,23.998151001540833,167.75,11.990000000000009
2023,3,3,19,Magic Sand,Art & Crafts,13.99,16.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,126,16.141984126984127,2033.89,2077.74,271.1499999999999,-0.001,17.050000000000008,125.99579745300183,2148.23,70.49000000000024
2023,3,3,21,Mini Ping Pong Set,Sports & Outdoors,6.99,11.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,25,11.59,289.75,299.75,115.0,-0.001873869589511,12.550000000000008,24.997851066984506,313.72,13.970000000000027
2023,3,3,23,Mr. Potatohead,Toys,4.99,10.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,28,10.274285714285714,287.68,293.72,147.95999999999998,-0.001,11.050000000000008,27.99853193517636,309.38,15.659999999999968
2023,3,3,24,Nerf Gun,Sports & Outdoors,14.99,19.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,20,19.632,392.64,399.8,92.83999999999996,-0.5290753914186788,20.550000000000008,19.708862966202826,405.02,5.21999999999997
2023,3,3,25,PlayDoh Can,Art & Crafts,1.99,3.19,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,103,3.1484705882352944,322.82,328.57,117.85,-0.4985569518116475,3.489999999999999,98.17071792759252,342.62,14.050000000000011
2023,3,3,27,PlayDoh Toolkit,Art & Crafts,3.99,4.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,20,4.908,98.16,99.8,18.359999999999992,-0.3245091029254826,5.489999999999998,19.349681156461962,106.23,6.430000000000007
2023,3,3,30,Rubik's Cube,Games,17.29,19.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,111,19.34642857142857,2149.14,2218.89,229.9500000000001,-0.001,20.550000000000008,110.9969459729865,2280.99,62.09999999999991
2023,3,3,31,Splash Balls,Sports & Outdoors,7.99,9.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,9,8.93,80.37,85.41,8.459999999999996,-0.9497353382081488,9.950000000000006,8.594686183377972,85.52,0.10999999999999943
2023,3,3,34,Toy Robot,Electronics,21.99,27.49,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27,21,27.360476190476188,574.5699999999999,577.29,112.78000000000004,-0.001,28.050000000000008,20.99957984721717,589.04,11.75
2023,3,4,1,Action Figure,Toys,10.99,17.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,22,17.382272727272724,382.41,384.78,140.63,-0.001,18.050000000000008,21.99930817610063,397.09,12.310000000000002
2023,3,4,2,Animal Figures,Toys,10.49,13.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,48,13.70875,658.02,671.52,154.49999999999997,-0.001,14.550000000000008,47.99811293781272,698.37,26.850000000000023
2023,3,4,3,Barrel O' Slime,Art & Crafts,1.99,4.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,161,4.344135338345865,699.85,722.89,379.46,-0.001,4.949999999999998,160.98386414253898,796.87,73.98000000000002
2023,3,4,4,Chutes & Ladders,Games,9.99,13.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,16,13.2525,212.04,215.84,52.19999999999999,-0.2988150028187738,14.050000000000008,15.805072496307988,222.06,6.219999999999999
2023,3,4,5,Classic Dominoes,Games,7.99,10.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,11,9.9,108.9,115.39,21.01,-0.001,11.050000000000008,10.999423260247855,121.54,6.150000000000006
2023,3,4,6,Colorbuds,Electronics,7.59,15.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,202,15.614375,3154.31,3229.98,1621.13,-0.001,16.54999999999999,201.99305190744215,3342.99,113.00999999999976
2023,3,4,7,Dart Gun,Sports & Outdoors,12.49,17.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,23,17.34913043478261,399.03,402.27,111.75999999999996,-1.033676904880376,17.49,23.0,402.27,0.0
2023,3,4,8,Deck Of Cards,Games,4.29,7.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,191,7.370267857142857,1413.7,1430.59,594.31,-0.001,8.049999999999999,190.9859746328438,1537.44,106.85000000000014
2023,3,4,9,Dino Egg,Toys,9.99,10.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,35,10.658,373.03,384.65,23.37999999999999,-0.001,11.550000000000008,34.99824840764331,404.23,19.58000000000004
2023,3,4,10,Dinosaur Figures,Toys,10.99,15.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,29,15.131379310344828,438.81,449.21,120.1,-0.001,15.990000000000007,28.999063912201418,463.7,14.490000000000009
2023,3,4,11,Etch A Sketch,Art & Crafts,10.99,21.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,22,20.99727272727273,461.94,483.78,220.16,-0.001,22.550000000000008,21.999449749886313,496.09,12.310000000000002
2023,3,4,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,18,11.88,213.84,215.82,52.02,-0.001,12.550000000000008,17.999174311926605,225.89,10.069999999999993
2023,3,4,13,Gamer Headphones,Electronics,14.99,21.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,31,20.956451612903223,649.65,681.6899999999999,184.96,-0.436202594775243,22.550000000000008,30.661789256893222,691.42,9.730000000000018
2023,3,4,14,Glass Marbles,Games,5.99,11.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,32,11.3346875,362.71,367.68,171.02999999999997,-0.2607447038823193,12.050000000000008,31.60059993139,380.79,13.110000000000014
2023,3,4,15,Hot Wheels 5-Pack,Toys,3.99,6.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,20,6.3325000000000005,126.65,129.8,46.85,-0.4249289239421039,6.989999999999998,19.345255895312633,135.22,5.4199999999999875
2023,3,4,16,Jenga,Games,3.99,10.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,10,10.702,107.02,109.9,67.12,-0.001,11.550000000000008,9.999499545040946,115.49,5.589999999999989
2023,3,4,18,Lego Bricks,Toys,34.99,39.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,97,38.65822784810127,3730.08,3830.53,336.04999999999984,-0.2618449205046725,39.989999999999974,96.6784127970505,3866.17,35.63999999999987
2023,3,4,19,Magic Sand,Art & Crafts,13.99,16.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,138,16.249662921348314,2232.33,2275.62,301.7099999999999,-1.5370959870024246,16.49,138.0,2275.62,0.0
2023,3,4,20,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,6,24.24,145.44,149.94,91.5,-1.3476590553434948,24.99,6.0,149.94,0.0
2023,3,4,21,Mini Ping Pong Set,Sports & Outdoors,6.99,11.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,61,11.915,727.1999999999999,731.39,300.81,-0.8023789895260979,12.550000000000008,58.75481108435355,737.37,5.980000000000018
2023,3,4,22,Monopoly,Games,13.99,19.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,26,19.639230769230767,510.62,519.74,146.87999999999997,-0.001,20.550000000000008,25.99928464232116,534.29,14.549999999999955
2023,3,4,23,Mr. Potatohead,Toys,4.99,10.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,22,10.41090909090909,229.04,230.78,119.26,-1.711024741837505,10.49,22.0,230.78,0.0
2023,3,4,24,Nerf Gun,Sports & Outdoors,14.99,19.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,31,19.740322580645163,611.95,619.6899999999999,147.26,-0.001,20.550000000000008,30.99914707353677,637.03,17.340000000000032
2023,3,4,25,PlayDoh Can,Art & Crafts,1.99,3.19,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,180,3.120617283950617,559.81,574.2,201.61,-0.001,3.5499999999999985,179.98025078369906,638.93,64.7299999999999
2023,3,4,29,Plush Pony,Toys,8.99,19.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,10,19.94,199.4,199.9,109.5,-0.001,20.550000000000008,9.999724862431215,205.49,5.590000000000003
2023,3,4,30,Rubik's Cube,Games,17.29,19.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,68,19.523823529411768,1327.62,1359.32,151.9000000000001,-0.4110496522703095,20.550000000000008,67.2309526265678,1381.6,22.279999999999973
2023,3,4,31,Splash Balls,Sports & Outdoors,7.99,9.49,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01,45,9.073529411764708,406.73,427.05,47.17999999999999,-0.001,10.050000000000008,44.997391991570076,452.22,25.170000000000016
2023,3,5,1,Action Figure,Toys,10.99,17.49,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,44,17.331627906976745,761.8100000000001,769.56,278.25000000000006,-0.2627473805921416,18.050000000000008,43.63645016521841,787.64,18.08000000000004
2023,3,5,2,Animal Figures,Toys,10.49,13.99,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,88,13.567307692307692,1192.85,1231.12,269.73,-0.001,14.550000000000008,87.99654038598999,1280.35,49.23000000000002
2023,3,5,3,Barrel O' Slime,Art & Crafts,1.99,4.49,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,101,4.389318181818182,442.94,453.49,241.95,-0.1886694252443172,4.949999999999998,99.09019479346232,490.5,37.00999999999999
2023,3,5,6,Colorbuds,Electronics,7.59,15.99,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,23,15.500869565217393,356.52,367.77,181.95,-0.0288871751985919,16.54999999999999,22.97714679385477,380.27,12.5
2023,3,5,7,Dart Gun,Sports & Outdoors,12.49,17.49,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,14,16.419285714285714,229.87,244.86,55.00999999999999,-0.001,18.050000000000008,13.999559748427673,252.69,7.829999999999984
2023,3,5,8,Deck Of Cards,Games,4.29,7.49,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,149,7.3888659793814435,1101.28,1116.01,462.07,-0.2940744271272061,8.049999999999999,145.78245670185922,1173.55,57.539999999999964
2023,3,5,9,Dino Egg,Toys,9.99,10.99,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,82,10.623506493506492,872.81,901.18,53.62999999999998,-0.001,11.550000000000008,81.99589626933576,947.05,45.870000000000005
2023,3,5,10,Dinosaur Figures,Toys,10.99,15.49,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,21,15.335714285714284,322.05,325.29,91.26,-0.001,15.990000000000007,20.99932214331827,335.78,10.489999999999952
2023,3,5,11,Etch A Sketch,Art & Crafts,10.99,21.99,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,6,21.89,131.34,131.94,65.4,-0.001,22.550000000000008,5.9998499317871765,135.3,3.3600000000000136
2023,3,5,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,29,11.919285714285715,346.57,347.71000000000004,85.86000000000001,-0.001,12.550000000000008,28.998669724770643,363.93,16.21999999999997
2023,3,5,13,Gamer Headphones,Electronics,14.99,21.99,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,26,21.613076923076925,561.94,571.74,172.2,-0.327095368731655,22.550000000000008,25.787291324562858,581.5,9.759999999999991
2023,3,5,14,Glass Marbles,Games,5.99,11.49,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,40,11.202,448.08,459.6,208.48,-0.3979784411550097,12.050000000000008,39.23798731893731,472.82,13.21999999999997
2023,3,5,15,Hot Wheels 5-Pack,Toys,3.99,6.49,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31,25,6.341764705882353,158.37,162.25,58.62,-0.001,6.989999999999998,24.998073959938367,174.74,12.490000000000009
