Year,Month,Product_ID,Product_Name,Product_Category,Store_Location,Units,Actual_Product_Price,Product_Cost,Product_Price,Revenue,xRevenue,Profit
2022,1,34,Toy Robot,Electronics,Residential,70,25.78242857142857,20.99,25.99,1804.77,1819.3,335.47000000000014
2022,1,35,Uno Card Game,Games,Airport,5,7.790000000000001,3.99,7.99,38.95,39.95,19.0
2022,1,35,Uno Card Game,Games,Downtown,38,7.904473684210527,3.99,7.99,300.37,303.62,148.75
2022,2,1,Action Figure,Toys,Airport,116,15.348214285714286,9.99,15.99,1781.3600000000001,1854.84,622.52
2022,2,1,Action Figure,Toys,Commercial,508,15.261971830985916,9.99,15.99,7755.42,8122.92,2680.5
2022,2,1,Action Figure,Toys,Downtown,1986,15.352852173913043,9.99,15.99,30463.16,31756.14,10623.02
2022,2,1,Action Figure,Toys,Residential,535,15.232819277108433,9.99,15.99,8157.05,8554.65,2812.3999999999996
2022,2,2,Animal Figures,Toys,Airport,91,12.37830985915493,9.99,12.99,1132.3700000000001,1182.09,223.28
2022,2,2,Animal Figures,Toys,Commercial,517,12.521638954869358,9.99,12.99,6486.07,6715.83,1321.2399999999998
2022,2,2,Animal Figures,Toys,Downtown,1096,12.533252480705622,9.99,12.99,13790.19,14237.04,2841.1499999999996
2022,2,2,Animal Figures,Toys,Residential,208,12.615843373493975,9.99,12.99,2632.01,2701.92,554.0899999999999
2022,2,3,Barrel O' Slime,Art & Crafts,Commercial,9,3.9000000000000004,1.99,3.99,35.1,35.910000000000004,17.189999999999998
2022,2,3,Barrel O' Slime,Art & Crafts,Downtown,9,3.9000000000000004,1.99,3.99,35.1,35.910000000000004,17.189999999999998
2022,2,4,Chutes & Ladders,Games,Airport,10,12.75,9.99,12.99,127.5,129.9,27.599999999999998
2022,2,4,Chutes & Ladders,Games,Downtown,16,11.940625,9.99,12.99,191.05,207.84,31.21
2022,2,4,Chutes & Ladders,Games,Residential,11,12.509999999999998,9.99,12.99,137.60999999999999,142.89000000000001,27.719999999999995
2022,2,5,Classic Dominoes,Games,Airport,23,9.57391304347826,7.99,9.99,220.2,229.77,36.429999999999986
2022,2,5,Classic Dominoes,Games,Commercial,19,9.91,7.99,9.99,188.29,189.81,36.48
2022,2,5,Classic Dominoes,Games,Downtown,120,9.489833333333333,7.99,9.99,1138.78,1198.8,179.98000000000002
2022,2,5,Classic Dominoes,Games,Residential,41,9.641219512195121,7.99,9.99,395.28999999999996,409.59000000000003,67.69999999999997
2022,2,6,Colorbuds,Electronics,Airport,799,14.315420944558522,6.99,14.99,11450.880000000001,11977.01,5865.87
2022,2,6,Colorbuds,Electronics,Commercial,2220,14.2818754525706,6.99,14.99,31781.11,33277.8,16263.31
2022,2,6,Colorbuds,Electronics,Downtown,3737,14.272605042016806,6.99,14.99,53231.42,56017.63,27109.79
2022,2,6,Colorbuds,Electronics,Residential,871,14.246672794117648,6.99,14.99,12479.1,13056.29,6390.81
2022,2,7,Dart Gun,Sports & Outdoors,Airport,151,15.45295081967213,11.99,15.99,2320.33,2414.4900000000002,509.84000000000003
2022,2,7,Dart Gun,Sports & Outdoors,Commercial,429,15.270784810126582,11.99,15.99,6546.84,6859.71,1403.1299999999999
2022,2,7,Dart Gun,Sports & Outdoors,Downtown,952,15.298654592496767,11.99,15.99,14531.470000000001,15222.48,3116.9900000000002
2022,2,7,Dart Gun,Sports & Outdoors,Residential,195,15.329418604651162,11.99,15.99,2973.15,3118.05,635.1
2022,2,8,Deck Of Cards,Games,Airport,250,6.665542857142857,3.99,6.99,1668.02,1747.5,670.52
2022,2,8,Deck Of Cards,Games,Commercial,941,6.7300798934753665,3.99,6.99,6342.22,6577.59,2587.63
2022,2,8,Deck Of Cards,Games,Downtown,1874,6.705575515635395,3.99,6.99,12564.13,13099.26,5086.87
2022,2,8,Deck Of Cards,Games,Residential,568,6.709918478260869,3.99,6.99,3819.78,3970.32,1553.46
2022,2,9,Dino Egg,Toys,Airport,160,10.66080459770115,9.99,10.99,1697.83,1758.4,99.42999999999995
2022,2,9,Dino Egg,Toys,Commercial,368,10.286372881355932,9.99,10.99,3773.29,4044.32,96.96999999999984
2022,2,9,Dino Egg,Toys,Downtown,675,10.522508532423208,9.99,10.99,7105.4,7418.25,362.1499999999998
2022,2,9,Dino Egg,Toys,Residential,177,10.564285714285715,9.99,10.99,1855.9099999999999,1945.23,87.67999999999992
2022,2,10,Dinosaur Figures,Toys,Airport,90,14.466555555555555,10.99,14.99,1301.99,1349.1,312.89
2022,2,10,Dinosaur Figures,Toys,Commercial,189,14.329116022099448,10.99,14.99,2710.85,2833.11,633.74
2022,2,10,Dinosaur Figures,Toys,Downtown,664,14.348761552680223,10.99,14.99,9504.16,9953.36,2206.7999999999997
2022,2,10,Dinosaur Figures,Toys,Residential,248,14.402515337423313,10.99,14.99,3602.56,3717.52,877.04
2022,2,14,Glass Marbles,Games,Airport,613,10.586022727272727,5.99,10.99,6475.54,6736.87,2803.67
2022,2,14,Glass Marbles,Games,Commercial,387,10.545290322580644,5.99,10.99,4068.4700000000003,4253.13,1750.34
2022,2,14,Glass Marbles,Games,Downtown,936,10.586427546628407,5.99,10.99,9893.44,10286.64,4286.8
2022,2,14,Glass Marbles,Games,Residential,84,10.568125,5.99,10.99,886.69,923.16,383.53
2022,2,17,Kids Makeup Kit,Art & Crafts,Airport,51,19.484117647058824,13.99,19.99,993.6899999999999,1019.4899999999999,280.2
2022,2,17,Kids Makeup Kit,Art & Crafts,Commercial,183,19.50967213114754,13.99,19.99,3570.27,3658.1699999999996,1010.1
2022,2,17,Kids Makeup Kit,Art & Crafts,Downtown,669,19.354521452145214,13.99,19.99,12918.67,13373.31,3559.36
2022,2,17,Kids Makeup Kit,Art & Crafts,Residential,96,19.21797752808989,13.99,19.99,1846.76,1919.04,503.72
2022,2,18,Lego Bricks,Toys,Airport,266,37.55722222222222,34.99,38.99,9905.82,10371.34,598.4799999999993
2022,2,18,Lego Bricks,Toys,Commercial,369,37.56551622418879,34.99,38.99,13827.89,14387.310000000001,916.5799999999995
2022,2,18,Lego Bricks,Toys,Downtown,1348,37.569365234375,34.99,38.99,50440.94,52558.520000000004,3274.4199999999973
2022,2,18,Lego Bricks,Toys,Residential,431,37.45181184668989,34.99,38.99,16071.59,16804.690000000002,990.8999999999992
2022,2,20,Mini Basketball Hoop,Sports & Outdoors,Commercial,52,23.715576923076924,8.99,23.99,1233.21,1247.48,765.7299999999999
2022,2,20,Mini Basketball Hoop,Sports & Outdoors,Downtown,49,23.338367346938774,8.99,23.99,1143.58,1175.51,703.0699999999999
2022,2,20,Mini Basketball Hoop,Sports & Outdoors,Residential,2,21.61,8.99,23.99,43.22,47.98,25.24
2022,2,21,Mini Ping Pong Set,Sports & Outdoors,Commercial,220,9.686296296296295,6.99,9.99,2153.4,2197.8,615.5999999999999
2022,2,21,Mini Ping Pong Set,Sports & Outdoors,Downtown,791,9.54049180327869,6.99,9.99,7536.74,7902.09,2007.6499999999996
2022,2,21,Mini Ping Pong Set,Sports & Outdoors,Residential,159,9.65090909090909,6.99,9.99,1534.44,1588.41,423.0299999999999
2022,2,22,Monopoly,Games,Airport,7,18.66,13.99,18.99,130.62,132.92999999999998,32.69
2022,2,22,Monopoly,Games,Downtown,51,18.116666666666667,13.99,18.99,923.95,968.4899999999999,210.45999999999998
2022,2,24,Nerf Gun,Sports & Outdoors,Airport,48,17.9875,14.99,18.99,863.4,911.52,143.87999999999997
2022,2,24,Nerf Gun,Sports & Outdoors,Commercial,181,18.453184713375798,14.99,18.99,3349.79,3437.1899999999996,636.5999999999999
2022,2,24,Nerf Gun,Sports & Outdoors,Downtown,494,18.192004219409284,14.99,18.99,8982.86,9381.06,1577.7999999999997
2022,2,24,Nerf Gun,Sports & Outdoors,Residential,134,17.916229508196718,14.99,18.99,2413.3,2544.66,404.63999999999993
2022,2,25,PlayDoh Can,Art & Crafts,Airport,132,2.871756756756757,1.99,2.99,380.74,394.68,118.06000000000002
2022,2,25,PlayDoh Can,Art & Crafts,Commercial,422,2.874067278287462,1.99,2.99,1218.1200000000001,1261.7800000000002,378.34000000000003
2022,2,25,PlayDoh Can,Art & Crafts,Downtown,1640,2.860140264026403,1.99,2.99,4694.45,4903.6,1430.8500000000001
2022,2,25,PlayDoh Can,Art & Crafts,Residential,142,2.8261538461538462,1.99,2.99,399.92,424.58000000000004,117.34
2022,2,27,PlayDoh Toolkit,Art & Crafts,Airport,111,4.2337037037037035,3.49,4.49,470.13,498.39000000000004,82.73999999999998
2022,2,27,PlayDoh Toolkit,Art & Crafts,Commercial,272,4.344254385964913,3.49,4.49,1185.97,1221.28,236.68999999999994
2022,2,27,PlayDoh Toolkit,Art & Crafts,Downtown,800,4.347052785923753,3.49,4.49,3486.19,3592.0,694.1899999999998
2022,2,27,PlayDoh Toolkit,Art & Crafts,Residential,191,4.312650602409638,3.49,4.49,827.4,857.59,160.80999999999997
2022,2,30,Rubik's Cube,Games,Airport,93,18.1443661971831,16.99,18.99,1682.93,1766.07,102.86000000000013
2022,2,30,Rubik's Cube,Games,Commercial,364,18.3143553008596,16.99,18.99,6674.76,6912.36,490.4000000000006
2022,2,30,Rubik's Cube,Games,Downtown,1312,18.245575221238937,16.99,18.99,23904.989999999998,24914.879999999997,1614.1100000000017
2022,2,30,Rubik's Cube,Games,Residential,175,18.192228571428572,16.99,18.99,3183.64,3323.2499999999995,210.3900000000003
2022,2,31,Splash Balls,Sports & Outdoors,Airport,156,8.583888888888888,7.99,8.99,1343.12,1402.44,96.67999999999996
2022,2,31,Splash Balls,Sports & Outdoors,Commercial,458,8.556590330788804,7.99,8.99,3924.48,4117.42,265.0599999999999
2022,2,31,Splash Balls,Sports & Outdoors,Downtown,824,8.6075034106412,7.99,8.99,7076.97,7407.76,493.20999999999987
2022,2,31,Splash Balls,Sports & Outdoors,Residential,156,8.615430463576159,7.99,8.99,1342.78,1402.44,96.34
2022,2,33,Teddy Bear,Toys,Airport,24,11.851666666666667,10.99,12.49,284.44,299.76,20.679999999999982
2022,2,33,Teddy Bear,Toys,Commercial,86,11.790697674418604,10.99,12.49,1014.0,1074.14,68.86
2022,2,33,Teddy Bear,Toys,Downtown,288,11.76730923694779,10.99,12.49,3380.86,3597.12,215.73999999999998
2022,2,33,Teddy Bear,Toys,Residential,60,11.934166666666668,10.99,12.49,716.0500000000001,749.4,56.65
2022,2,34,Toy Robot,Electronics,Commercial,234,24.77986046511628,20.99,25.99,5810.98,6081.66,899.3200000000004
2022,2,34,Toy Robot,Electronics,Downtown,417,24.750055865921787,20.99,25.99,10330.16,10837.83,1577.3300000000006
2022,2,34,Toy Robot,Electronics,Residential,81,25.149135802469136,20.99,25.99,2037.08,2105.19,336.8900000000001
2022,2,35,Uno Card Game,Games,Airport,3,7.739999999999999,3.99,7.99,23.22,23.97,11.25
2022,3,1,Action Figure,Toys,Airport,229,15.623316831683168,9.99,15.99,3587.37,3661.71,1299.66
2022,3,1,Action Figure,Toys,Commercial,643,15.638154859967052,9.99,15.99,10054.39,10281.57,3630.8199999999997
2022,3,1,Action Figure,Toys,Downtown,2279,15.631150054764513,9.99,15.99,35614.090000000004,36441.21,12846.88
2022,3,1,Action Figure,Toys,Residential,473,15.607400468384075,9.99,15.99,7378.1,7563.27,2652.83
2022,3,2,Animal Figures,Toys,Airport,126,12.859830508474577,9.99,12.99,1621.3,1636.74,362.56
2022,3,2,Animal Figures,Toys,Commercial,329,12.715071942446043,9.99,12.99,4176.6,4273.71,889.8899999999999
2022,3,2,Animal Figures,Toys,Downtown,1147,12.755709779179812,9.99,12.99,14613.06,14899.53,3154.5299999999997
2022,3,2,Animal Figures,Toys,Residential,301,12.74923076923077,9.99,12.99,3840.07,3909.9900000000002,833.0799999999999
2022,3,4,Chutes & Ladders,Games,Commercial,3,12.19,9.99,12.99,36.57,38.97,6.599999999999998
2022,3,4,Chutes & Ladders,Games,Downtown,14,12.857857142857142,9.99,12.99,180.01,181.86,40.14999999999999
2022,3,5,Classic Dominoes,Games,Commercial,16,9.64,7.99,9.99,154.24,159.84,26.400000000000006
2022,3,5,Classic Dominoes,Games,Downtown,134,9.682913385826772,7.99,9.99,1296.3700000000001,1338.66,225.71
2022,3,5,Classic Dominoes,Games,Residential,17,9.53,7.99,9.99,162.01,169.83,26.179999999999986
2022,3,6,Colorbuds,Electronics,Airport,844,14.457681498829041,6.99,14.99,12196.9,12651.56,6297.34
2022,3,6,Colorbuds,Electronics,Commercial,1992,14.501974723538705,6.99,14.99,28895.74,29860.08,14971.66
2022,3,6,Colorbuds,Electronics,Downtown,4186,14.51070855148342,6.99,14.99,60723.68,62748.14,31463.54
2022,3,6,Colorbuds,Electronics,Residential,821,14.5725,6.99,14.99,11928.8,12306.79,6190.01
2022,3,7,Dart Gun,Sports & Outdoors,Airport,151,15.728688524590165,11.99,15.99,2382.61,2414.4900000000002,572.12
2022,3,7,Dart Gun,Sports & Outdoors,Commercial,365,15.73278637770898,11.99,15.99,5727.26,5836.35,1350.91
2022,3,7,Dart Gun,Sports & Outdoors,Downtown,1082,15.775127931769722,11.99,15.99,17088.31,17301.18,4115.13
2022,3,7,Dart Gun,Sports & Outdoors,Residential,183,15.731097560975611,11.99,15.99,2872.86,2926.17,678.6899999999999
2022,3,8,Deck Of Cards,Games,Airport,456,6.806245059288537,3.99,6.99,3107.96,3187.44,1288.52
2022,3,8,Deck Of Cards,Games,Commercial,927,6.853897158322057,3.99,6.99,6353.36,6479.7300000000005,2654.6299999999997
2022,3,8,Deck Of Cards,Games,Downtown,1686,6.841812274368231,3.99,6.99,11523.78,11785.14,4796.639999999999
2022,3,8,Deck Of Cards,Games,Residential,438,6.8711142857142855,3.99,6.99,3014.92,3061.62,1267.3
2022,3,9,Dino Egg,Toys,Commercial,152,10.766842105263159,9.99,10.99,1636.05,1670.48,117.57
2022,3,9,Dino Egg,Toys,Downtown,509,10.685615550755939,9.99,10.99,5436.73,5593.91,351.8199999999998
2022,3,9,Dino Egg,Toys,Residential,59,10.66938775510204,9.99,10.99,630.6999999999999,648.41,41.289999999999964
2022,3,10,Dinosaur Figures,Toys,Airport,61,14.637704918032787,10.99,14.99,892.9,914.39,222.51
2022,3,10,Dinosaur Figures,Toys,Commercial,328,14.812766798418973,10.99,14.99,4844.84,4916.72,1240.12
2022,3,10,Dinosaur Figures,Toys,Downtown,586,14.707689463955637,10.99,14.99,8616.43,8784.14,2176.29
2022,3,10,Dinosaur Figures,Toys,Residential,179,14.762422360248447,10.99,14.99,2645.74,2683.21,678.53
2022,3,14,Glass Marbles,Games,Airport,414,10.788380952380953,5.99,10.99,4483.63,4549.86,2003.77
2022,3,14,Glass Marbles,Games,Commercial,453,10.72176119402985,5.99,10.99,4854.04,4978.47,2140.5699999999997
2022,3,14,Glass Marbles,Games,Downtown,876,10.728057851239669,5.99,10.99,9403.08,9627.24,4155.84
2022,3,14,Glass Marbles,Games,Residential,221,10.692680412371134,5.99,10.99,2364.09,2428.79,1040.3
2022,3,15,Hot Wheels 5-Pack,Toys,Airport,180,5.32510067114094,3.99,5.49,961.57,988.2,243.36999999999998
2022,3,15,Hot Wheels 5-Pack,Toys,Commercial,283,5.314886363636364,3.99,5.49,1500.41,1553.67,371.23999999999995
2022,3,15,Hot Wheels 5-Pack,Toys,Downtown,620,5.335324232081911,3.99,5.49,3312.86,3403.8,839.06
2022,3,15,Hot Wheels 5-Pack,Toys,Residential,75,5.297866666666667,3.99,5.49,397.34000000000003,411.75,98.08999999999999
2022,3,17,Kids Makeup Kit,Art & Crafts,Airport,115,19.59086956521739,13.99,19.99,2252.95,2298.85,644.1
2022,3,17,Kids Makeup Kit,Art & Crafts,Commercial,434,19.54488425925926,13.99,19.99,8482.55,8675.66,2410.89
2022,3,17,Kids Makeup Kit,Art & Crafts,Downtown,1009,19.49348326359833,13.99,19.99,19666.98,20169.91,5551.07
2022,3,17,Kids Makeup Kit,Art & Crafts,Residential,296,19.56442748091603,13.99,19.99,5774.94,5917.04,1633.8999999999999
2022,3,18,Lego Bricks,Toys,Airport,245,38.185523255813955,34.99,38.99,9395.88,9552.550000000001,823.3299999999995
2022,3,18,Lego Bricks,Toys,Commercial,671,38.124364035087716,34.99,38.99,25631.21,26162.29,2152.9199999999987
2022,3,18,Lego Bricks,Toys,Downtown,1710,38.28255442670537,34.99,38.99,65461.33,66672.90000000001,5628.429999999997
2022,3,18,Lego Bricks,Toys,Residential,369,38.11604810996564,34.99,38.99,14090.960000000001,14387.310000000001,1179.6499999999994
2022,3,20,Mini Basketball Hoop,Sports & Outdoors,Downtown,37,23.101891891891892,8.99,23.99,854.77,887.63,522.14
2022,3,20,Mini Basketball Hoop,Sports & Outdoors,Residential,13,23.13,8.99,23.99,300.69,311.87,183.82
2022,3,21,Mini Ping Pong Set,Sports & Outdoors,Commercial,157,9.778666666666666,6.99,9.99,1534.1200000000001,1568.43,436.69
2022,3,21,Mini Ping Pong Set,Sports & Outdoors,Downtown,784,9.769923224568139,6.99,9.99,7654.31,7832.16,2174.15
