Store_City,Store_Location,Year,Month,Product_ID,Elasticity
Aguascalientes,Downtown,2022,8,20,-0.001
Aguascalientes,Downtown,2022,8,21,-0.001
Aguascalientes,Downtown,2022,8,24,-0.001
Aguascalientes,Downtown,2022,8,25,-0.001
Aguascalientes,Downtown,2022,8,26,-0.001
Aguascalientes,Downtown,2022,8,27,-0.001
Aguascalientes,Downtown,2022,8,29,-0.001
Aguascalientes,Downtown,2022,8,31,-0.001
Aguascalientes,Downtown,2022,8,34,-0.001
Aguascalientes,Downtown,2022,9,1,-0.001
Aguascalientes,Downtown,2022,9,2,-0.001
Aguascalientes,Downtown,2022,9,3,-0.001
Aguascalientes,Downtown,2022,9,4,-0.001
Aguascalientes,Downtown,2022,9,5,-0.001
Aguascalientes,Downtown,2022,9,6,-0.001
Aguascalientes,Downtown,2022,9,7,-0.001
Aguascalientes,Downtown,2022,9,8,-0.001
Aguascalientes,Downtown,2022,9,10,-0.001
Aguascalientes,Downtown,2022,9,13,-0.001
Aguascalientes,Downtown,2022,9,15,-0.001
Aguascalientes,Downtown,2022,9,16,-0.001
Aguascalientes,Downtown,2022,9,17,-0.001
Aguascalientes,Downtown,2022,9,18,-1.1764361049048664
Aguascalientes,Downtown,2022,9,20,-0.001
Aguascalientes,Downtown,2022,9,21,-13.476438688488345
Aguascalientes,Downtown,2022,9,22,-0.001
Aguascalientes,Downtown,2022,9,24,-0.001
Aguascalientes,Downtown,2022,9,25,-3.3542488700253115
Aguascalientes,Downtown,2022,9,26,-0.001
Aguascalientes,Downtown,2022,9,27,-0.001
Aguascalientes,Downtown,2022,9,30,-0.001
Aguascalientes,Downtown,2022,9,31,-0.001
Aguascalientes,Downtown,2022,9,33,-0.001
Aguascalientes,Downtown,2022,9,34,-0.001
Aguascalientes,Downtown,2022,9,35,-0.001
Aguascalientes,Downtown,2022,10,1,-0.001
Aguascalientes,Downtown,2022,10,2,-0.001
Aguascalientes,Downtown,2022,10,3,-0.001
Aguascalientes,Downtown,2022,10,4,-0.001
Aguascalientes,Downtown,2022,10,5,-0.001
Aguascalientes,Downtown,2022,10,6,-1.862385014551164
Aguascalientes,Downtown,2022,10,7,-0.001
Aguascalientes,Downtown,2022,10,8,-3.8535143537137184
Aguascalientes,Downtown,2022,10,10,-0.001
Aguascalientes,Downtown,2022,10,13,-0.001
Aguascalientes,Downtown,2022,10,14,-0.001
Aguascalientes,Downtown,2022,10,15,-0.001
Aguascalientes,Downtown,2022,10,16,-0.001
Aguascalientes,Downtown,2022,10,17,-0.001
Aguascalientes,Downtown,2022,10,18,-0.001
Aguascalientes,Downtown,2022,10,21,-8.580557968486499
Aguascalientes,Downtown,2022,10,24,-0.001
Aguascalientes,Downtown,2022,10,25,-0.001
Aguascalientes,Downtown,2022,10,26,-0.001
Aguascalientes,Downtown,2022,10,27,-0.001
Aguascalientes,Downtown,2022,10,30,-0.001
Aguascalientes,Downtown,2022,10,31,-11.062613808114286
Aguascalientes,Downtown,2022,10,33,-27.82729648585859
Aguascalientes,Downtown,2022,10,34,-0.001
Aguascalientes,Downtown,2022,10,35,-0.001
Aguascalientes,Downtown,2022,11,1,-0.001
Aguascalientes,Downtown,2022,11,2,-0.001
Aguascalientes,Downtown,2022,11,3,-0.001
Aguascalientes,Downtown,2022,11,5,-0.001
Aguascalientes,Downtown,2022,11,6,-0.001
Aguascalientes,Downtown,2022,11,7,-0.001
Aguascalientes,Downtown,2022,11,8,-0.001
Aguascalientes,Downtown,2022,11,10,-0.001
Aguascalientes,Downtown,2022,11,11,-0.001
Aguascalientes,Downtown,2022,11,13,-0.001
Aguascalientes,Downtown,2022,11,14,-0.001
Aguascalientes,Downtown,2022,11,15,-0.001
Aguascalientes,Downtown,2022,11,16,-0.001
Aguascalientes,Downtown,2022,11,17,-0.001
Aguascalientes,Downtown,2022,11,18,-0.001
Aguascalientes,Downtown,2022,11,19,-0.001
Aguascalientes,Downtown,2022,11,20,-0.001
Aguascalientes,Downtown,2022,11,21,-0.001
Aguascalientes,Downtown,2022,11,23,-0.001
Aguascalientes,Downtown,2022,11,24,-0.001
Aguascalientes,Downtown,2022,11,25,-0.001
Aguascalientes,Downtown,2022,11,26,-0.001
Aguascalientes,Downtown,2022,11,29,-0.001
Aguascalientes,Downtown,2022,11,30,-0.41620522828292095
Aguascalientes,Downtown,2022,11,31,-0.001
Aguascalientes,Downtown,2022,11,33,-0.001
Aguascalientes,Downtown,2022,11,34,-0.001
Aguascalientes,Downtown,2022,12,2,-0.001
Aguascalientes,Downtown,2022,12,3,-0.001
Aguascalientes,Downtown,2022,12,5,-0.001
Aguascalientes,Downtown,2022,12,6,-0.001
Aguascalientes,Downtown,2022,12,7,-0.001
Aguascalientes,Downtown,2022,12,8,-2.880658694507606
Aguascalientes,Downtown,2022,12,10,-0.001
Aguascalientes,Downtown,2022,12,11,-0.001
Aguascalientes,Downtown,2022,12,13,-0.001
Aguascalientes,Downtown,2022,12,14,-0.001
Aguascalientes,Downtown,2022,12,15,-0.001
Aguascalientes,Downtown,2022,12,16,-0.001
Aguascalientes,Downtown,2022,12,17,-0.001
Aguascalientes,Downtown,2022,12,18,-0.001
Aguascalientes,Downtown,2022,12,19,-0.001
Aguascalientes,Downtown,2022,12,21,-8.814549601913491
Aguascalientes,Downtown,2022,12,23,-0.001
Aguascalientes,Downtown,2022,12,24,-0.001
Aguascalientes,Downtown,2022,12,25,-0.001
Aguascalientes,Downtown,2022,12,27,-0.001
Aguascalientes,Downtown,2022,12,29,-0.001
Aguascalientes,Downtown,2022,12,30,-0.001
Aguascalientes,Downtown,2022,12,31,-0.001
Aguascalientes,Downtown,2022,12,33,-0.001
Aguascalientes,Downtown,2022,12,34,-0.001
Aguascalientes,Downtown,2023,1,1,-0.001
Aguascalientes,Downtown,2023,1,2,-0.001
Aguascalientes,Downtown,2023,1,3,-0.001
Aguascalientes,Downtown,2023,1,5,-0.001
Aguascalientes,Downtown,2023,1,6,-0.001
Aguascalientes,Downtown,2023,1,7,-134.4812567081064
Aguascalientes,Downtown,2023,1,8,-0.001
Aguascalientes,Downtown,2023,1,9,-0.001
Aguascalientes,Downtown,2023,1,10,-0.001
Aguascalientes,Downtown,2023,1,11,-0.001
Aguascalientes,Downtown,2023,1,13,-0.001
Aguascalientes,Downtown,2023,1,14,-0.001
Aguascalientes,Downtown,2023,1,16,-0.001
Aguascalientes,Downtown,2023,1,18,-0.001
Aguascalientes,Downtown,2023,1,19,-0.001
Aguascalientes,Downtown,2023,1,21,-0.001
Aguascalientes,Downtown,2023,1,23,-0.001
Aguascalientes,Downtown,2023,1,24,-0.001
Aguascalientes,Downtown,2023,1,25,-21.13424043755279
Aguascalientes,Downtown,2023,1,26,-0.001
Aguascalientes,Downtown,2023,1,27,-0.001
Aguascalientes,Downtown,2023,1,29,-0.001
Aguascalientes,Downtown,2023,1,30,-0.001
Aguascalientes,Downtown,2023,1,34,-0.001
Aguascalientes,Downtown,2023,2,1,-0.001
Aguascalientes,Downtown,2023,2,2,-0.001
Aguascalientes,Downtown,2023,2,3,-9.209470920425055
Aguascalientes,Downtown,2023,2,6,-0.001
Aguascalientes,Downtown,2023,2,7,-0.001
Aguascalientes,Downtown,2023,2,8,-0.001
Aguascalientes,Downtown,2023,2,9,-0.001
Aguascalientes,Downtown,2023,2,10,-0.001
Aguascalientes,Downtown,2023,2,11,-0.001
Aguascalientes,Downtown,2023,2,13,-0.001
Aguascalientes,Downtown,2023,2,14,-0.001
Aguascalientes,Downtown,2023,2,16,-22.182229517752383
Aguascalientes,Downtown,2023,2,18,-0.001
Aguascalientes,Downtown,2023,2,19,-0.001
Aguascalientes,Downtown,2023,2,21,-0.001
Aguascalientes,Downtown,2023,2,22,-0.001
Aguascalientes,Downtown,2023,2,23,-0.001
Aguascalientes,Downtown,2023,2,24,-0.001
Aguascalientes,Downtown,2023,2,25,-0.001
Aguascalientes,Downtown,2023,2,26,-0.001
Aguascalientes,Downtown,2023,2,29,-0.001
Aguascalientes,Downtown,2023,2,30,-6.846137787187844
Aguascalientes,Downtown,2023,2,31,-0.001
Aguascalientes,Downtown,2023,2,34,-0.001
Aguascalientes,Downtown,2023,3,1,-0.001
Aguascalientes,Downtown,2023,3,2,-0.001
Aguascalientes,Downtown,2023,3,3,-7.703142009549619
Aguascalientes,Downtown,2023,3,6,-6.361081072113828
Aguascalientes,Downtown,2023,3,7,-0.001
Aguascalientes,Downtown,2023,3,8,-0.001
Aguascalientes,Downtown,2023,3,9,-0.001
Aguascalientes,Downtown,2023,3,10,-0.001
Aguascalientes,Downtown,2023,3,11,-0.001
Aguascalientes,Downtown,2023,3,12,-0.001
Aguascalientes,Downtown,2023,3,13,-0.001
Aguascalientes,Downtown,2023,3,14,-0.001
Aguascalientes,Downtown,2023,3,16,-0.001
Aguascalientes,Downtown,2023,3,17,-0.001
Aguascalientes,Downtown,2023,3,18,-0.001
Aguascalientes,Downtown,2023,3,19,-15.565536494942608
Aguascalientes,Downtown,2023,3,21,-0.001
Aguascalientes,Downtown,2023,3,22,-0.001
Aguascalientes,Downtown,2023,3,23,-0.001
Aguascalientes,Downtown,2023,3,24,-0.001
Aguascalientes,Downtown,2023,3,25,-1.9383406556855496
Aguascalientes,Downtown,2023,3,27,-0.001
Aguascalientes,Downtown,2023,3,31,-0.001
Aguascalientes,Downtown,2023,3,33,-0.001
Aguascalientes,Downtown,2023,3,35,-0.001
Aguascalientes,Downtown,2023,4,1,-0.001
Aguascalientes,Downtown,2023,4,2,-0.001
Aguascalientes,Downtown,2023,4,3,-9.310202699729135
Aguascalientes,Downtown,2023,4,4,-0.001
Aguascalientes,Downtown,2023,4,6,-0.001
Aguascalientes,Downtown,2023,4,7,-0.001
Aguascalientes,Downtown,2023,4,8,-0.001
Aguascalientes,Downtown,2023,4,9,-0.001
Aguascalientes,Downtown,2023,4,10,-0.001
Aguascalientes,Downtown,2023,4,12,-0.001
Aguascalientes,Downtown,2023,4,13,-0.001
Aguascalientes,Downtown,2023,4,14,-0.001
Aguascalientes,Downtown,2023,4,16,-0.001
Aguascalientes,Downtown,2023,4,17,-0.001
Aguascalientes,Downtown,2023,4,18,-0.001
Aguascalientes,Downtown,2023,4,19,-0.001
Aguascalientes,Downtown,2023,4,21,-0.001
Aguascalientes,Downtown,2023,4,23,-0.001
Aguascalientes,Downtown,2023,4,24,-0.001
Aguascalientes,Downtown,2023,4,25,-0.001
Aguascalientes,Downtown,2023,4,27,-0.001
Aguascalientes,Downtown,2023,4,30,-0.001
Aguascalientes,Downtown,2023,4,31,-0.001
Aguascalientes,Downtown,2023,4,32,-0.001
Aguascalientes,Downtown,2023,4,33,-0.001
Aguascalientes,Downtown,2023,4,35,-0.001
Aguascalientes,Downtown,2023,5,1,-0.001
Aguascalientes,Downtown,2023,5,2,-0.001
Aguascalientes,Downtown,2023,5,3,-0.001
Aguascalientes,Downtown,2023,5,4,-0.001
Aguascalientes,Downtown,2023,5,6,-11.219290402607214
Aguascalientes,Downtown,2023,5,7,-0.001
Aguascalientes,Downtown,2023,5,8,-0.001
Aguascalientes,Downtown,2023,5,9,-32.585572826818314
Aguascalientes,Downtown,2023,5,10,-0.001
Aguascalientes,Downtown,2023,5,11,-0.001
Aguascalientes,Downtown,2023,5,12,-0.001
Aguascalientes,Downtown,2023,5,16,-0.001
Aguascalientes,Downtown,2023,5,17,-0.001
Aguascalientes,Downtown,2023,5,18,-0.001
Aguascalientes,Downtown,2023,5,19,-0.001
Aguascalientes,Downtown,2023,5,21,-0.001
Aguascalientes,Downtown,2023,5,23,-0.001
Aguascalientes,Downtown,2023,5,24,-0.001
Aguascalientes,Downtown,2023,5,25,-6.560613904064513
Aguascalientes,Downtown,2023,5,26,-0.001
Aguascalientes,Downtown,2023,5,29,-0.001
Aguascalientes,Downtown,2023,5,30,-0.001
Aguascalientes,Downtown,2023,5,31,-0.001
Aguascalientes,Downtown,2023,5,33,-0.001
Aguascalientes,Downtown,2023,5,34,-0.001
Aguascalientes,Downtown,2023,5,35,-0.001
Aguascalientes,Downtown,2023,6,1,-0.001
Aguascalientes,Downtown,2023,6,2,-10.429481794933858
Aguascalientes,Downtown,2023,6,3,-0.001
Aguascalientes,Downtown,2023,6,4,-0.001
Aguascalientes,Downtown,2023,6,5,-0.001
Aguascalientes,Downtown,2023,6,6,-0.001
Aguascalientes,Downtown,2023,6,7,-0.001
Aguascalientes,Downtown,2023,6,8,-3.5055774122652266
Aguascalientes,Downtown,2023,6,9,-0.001
Aguascalientes,Downtown,2023,6,10,-0.001
Aguascalientes,Downtown,2023,6,11,-0.001
Aguascalientes,Downtown,2023,6,12,-0.001
Aguascalientes,Downtown,2023,6,13,-0.001
Aguascalientes,Downtown,2023,6,14,-0.001
Aguascalientes,Downtown,2023,6,17,-0.001
Aguascalientes,Downtown,2023,6,18,-0.001
Aguascalientes,Downtown,2023,6,19,-0.001
Aguascalientes,Downtown,2023,6,21,-0.001
Aguascalientes,Downtown,2023,6,23,-0.001
Aguascalientes,Downtown,2023,6,24,-0.001
Aguascalientes,Downtown,2023,6,25,-0.001
Aguascalientes,Downtown,2023,6,27,-10.017783947707926
Aguascalientes,Downtown,2023,6,30,-0.001
Aguascalientes,Downtown,2023,6,31,-0.001
Aguascalientes,Downtown,2023,6,34,-0.001
Aguascalientes,Downtown,2023,7,2,-0.001
Aguascalientes,Downtown,2023,7,3,-0.001
Aguascalientes,Downtown,2023,7,4,-0.001
Aguascalientes,Downtown,2023,7,6,-3.18540006581682
Aguascalientes,Downtown,2023,7,7,-0.001
Aguascalientes,Downtown,2023,7,8,-8.00279550439732
Aguascalientes,Downtown,2023,7,9,-6.979642588036809
Aguascalientes,Downtown,2023,7,10,-0.001
Aguascalientes,Downtown,2023,7,11,-0.001
Aguascalientes,Downtown,2023,7,12,-0.001
Aguascalientes,Downtown,2023,7,13,-0.001
Aguascalientes,Downtown,2023,7,14,-0.001
Aguascalientes,Downtown,2023,7,15,-0.001
Aguascalientes,Downtown,2023,7,16,-0.001
Aguascalientes,Downtown,2023,7,18,-0.001
Aguascalientes,Downtown,2023,7,19,-0.001
Aguascalientes,Downtown,2023,7,21,-0.001
Aguascalientes,Downtown,2023,7,22,-0.001
Aguascalientes,Downtown,2023,7,23,-0.001
Aguascalientes,Downtown,2023,7,24,-0.001
Aguascalientes,Downtown,2023,7,25,-2.9945183670358686
Aguascalientes,Downtown,2023,7,27,-0.001
Aguascalientes,Downtown,2023,7,29,-0.001
Aguascalientes,Downtown,2023,7,30,-0.001
Aguascalientes,Downtown,2023,7,31,-0.001
Aguascalientes,Downtown,2023,8,1,-0.001
Aguascalientes,Downtown,2023,8,2,-0.001
Aguascalientes,Downtown,2023,8,3,-3.2491213781691233
Aguascalientes,Downtown,2023,8,6,-37.946681511226856
Aguascalientes,Downtown,2023,8,7,-0.001
Aguascalientes,Downtown,2023,8,8,-0.001
Aguascalientes,Downtown,2023,8,9,-6.684483732365943
Aguascalientes,Downtown,2023,8,10,-0.001
Aguascalientes,Downtown,2023,8,11,-0.001
Aguascalientes,Downtown,2023,8,12,-0.001
Aguascalientes,Downtown,2023,8,13,-0.001
Aguascalientes,Downtown,2023,8,14,-2.164138645463459
Aguascalientes,Downtown,2023,8,15,-0.001
Aguascalientes,Downtown,2023,8,17,-0.001
Aguascalientes,Downtown,2023,8,18,-0.001
Aguascalientes,Downtown,2023,8,19,-0.001
Aguascalientes,Downtown,2023,8,21,-0.001
Aguascalientes,Downtown,2023,8,23,-0.001
Aguascalientes,Downtown,2023,8,24,-0.001
Aguascalientes,Downtown,2023,8,25,-1.2720908438803988
Aguascalientes,Downtown,2023,8,27,-0.001
Aguascalientes,Downtown,2023,8,28,-0.001
Aguascalientes,Downtown,2023,8,30,-0.001
Aguascalientes,Downtown,2023,8,31,-0.001
Aguascalientes,Downtown,2023,8,33,-0.001
Aguascalientes,Downtown,2023,8,34,-0.001
Aguascalientes,Downtown,2023,8,35,-0.001
Aguascalientes,Downtown,2023,9,1,-0.001
Aguascalientes,Downtown,2023,9,2,-0.001
Aguascalientes,Downtown,2023,9,3,-0.001
Aguascalientes,Downtown,2023,9,5,-0.001
Aguascalientes,Downtown,2023,9,6,-0.001
Aguascalientes,Downtown,2023,9,7,-0.001
Aguascalientes,Downtown,2023,9,8,-0.001
Aguascalientes,Downtown,2023,9,9,-0.001
Aguascalientes,Downtown,2023,9,10,-37.70016645079292
Aguascalientes,Downtown,2023,9,11,-0.001
Aguascalientes,Downtown,2023,9,12,-0.001
Aguascalientes,Downtown,2023,9,13,-0.001
Aguascalientes,Downtown,2023,9,14,-0.001
Aguascalientes,Downtown,2023,9,15,-0.001
Aguascalientes,Downtown,2023,9,17,-15.552840271117955
Aguascalientes,Downtown,2023,9,18,-0.001
Aguascalientes,Downtown,2023,9,19,-8.845457458200265
Aguascalientes,Downtown,2023,9,21,-0.001
Aguascalientes,Downtown,2023,9,24,-0.001
Aguascalientes,Downtown,2023,9,25,-0.001
Aguascalientes,Downtown,2023,9,27,-0.001
Aguascalientes,Downtown,2023,9,28,-0.001
Aguascalientes,Downtown,2023,9,30,-0.001
Aguascalientes,Downtown,2023,9,31,-0.001
Aguascalientes,Downtown,2023,9,33,-0.001
Aguascalientes,Downtown,2023,9,34,-0.001
Campeche,Commercial,2022,1,1,-0.001
Campeche,Commercial,2022,1,2,-0.001
Campeche,Commercial,2022,1,6,-0.001
Campeche,Commercial,2022,1,7,-0.001
Campeche,Commercial,2022,1,8,-6.732470745149346
Campeche,Commercial,2022,1,9,-0.001
Campeche,Commercial,2022,1,14,-0.001
Campeche,Commercial,2022,1,17,-0.001
Campeche,Commercial,2022,1,24,-0.001
Campeche,Commercial,2022,1,25,-0.001
Campeche,Commercial,2022,1,27,-0.001
Campeche,Commercial,2022,1,30,-0.001
Campeche,Commercial,2022,1,31,-0.001
Campeche,Commercial,2022,1,33,-0.001
Campeche,Commercial,2022,1,34,-0.001
Campeche,Commercial,2022,2,1,-0.001
Campeche,Commercial,2022,2,2,-0.001
Campeche,Commercial,2022,2,6,-2.230424232369876
Campeche,Commercial,2022,2,7,-0.001
Campeche,Commercial,2022,2,8,-0.001
Campeche,Commercial,2022,2,9,-0.001
Campeche,Commercial,2022,2,14,-0.001
Campeche,Commercial,2022,2,17,-0.001
Campeche,Commercial,2022,2,18,-0.001
Campeche,Commercial,2022,2,24,-0.001
Campeche,Commercial,2022,2,25,-0.001
Campeche,Commercial,2022,2,27,-0.001
Campeche,Commercial,2022,2,30,-0.001
Campeche,Commercial,2022,2,31,-0.001
Campeche,Commercial,2022,2,33,-0.001
Campeche,Commercial,2022,2,34,-0.001
Campeche,Commercial,2022,3,1,-0.001
Campeche,Commercial,2022,3,2,-0.001
Campeche,Commercial,2022,3,6,-3.520018318949365
Campeche,Commercial,2022,3,7,-0.001
Campeche,Commercial,2022,3,8,-7.5997690782825265
Campeche,Commercial,2022,3,9,-0.001
Campeche,Commercial,2022,3,14,-0.001
Campeche,Commercial,2022,3,15,-0.001
Campeche,Commercial,2022,3,17,-0.001
Campeche,Commercial,2022,3,18,-0.001
Campeche,Commercial,2022,3,24,-0.001
Campeche,Commercial,2022,3,25,-46.195446263204246
Campeche,Commercial,2022,3,30,-0.001
Campeche,Commercial,2022,3,31,-0.001
Campeche,Commercial,2022,3,33,-0.001
Campeche,Commercial,2022,3,34,-7.1392790569480855
Campeche,Commercial,2022,4,1,-0.001
Campeche,Commercial,2022,4,2,-12.10343302065504
Campeche,Commercial,2022,4,6,-3.9210814527275684
Campeche,Commercial,2022,4,7,-0.001
Campeche,Commercial,2022,4,8,-0.001
Campeche,Commercial,2022,4,9,-0.001
Campeche,Commercial,2022,4,14,-0.001
Campeche,Commercial,2022,4,15,-0.001
Campeche,Commercial,2022,4,17,-0.001
Campeche,Commercial,2022,4,18,-0.001
Campeche,Commercial,2022,4,24,-0.001
Campeche,Commercial,2022,4,25,-0.001
Campeche,Commercial,2022,4,30,-0.001
Campeche,Commercial,2022,4,31,-0.001
Campeche,Commercial,2022,4,32,-0.001
Campeche,Commercial,2022,4,34,-0.001
