Product_ID,Year,Quarter,Product_Name,Product_Category,Product_Cost,Product_Price,Date,Month,Actual_Product_Price
1,2022,1,Action Figure,Toys,9.99,15.99,2022-02-21,2,15.32
1,2022,1,Action Figure,Toys,9.99,15.99,2022-02-22,2,15.0
1,2022,1,Action Figure,Toys,9.99,15.99,2022-02-23,2,15.09
1,2022,1,Action Figure,Toys,9.99,15.99,2022-02-24,2,15.59
1,2022,1,Action Figure,Toys,9.99,15.99,2022-02-25,2,15.04
1,2022,1,Action Figure,Toys,9.99,15.99,2022-02-26,2,15.98
1,2022,1,Action Figure,Toys,9.99,15.99,2022-02-27,2,15.95
1,2022,1,Action Figure,Toys,9.99,15.99,2022-02-28,2,15.99
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-01,3,15.87
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-02,3,15.82
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-03,3,15.91
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-04,3,15.22
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-05,3,15.85
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-06,3,15.9
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-07,3,15.66
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-08,3,15.97
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-09,3,15.27
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-10,3,15.98
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-11,3,14.9
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-12,3,15.32
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-13,3,15.95
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-14,3,15.99
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-15,3,15.25
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-16,3,15.43
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-17,3,15.4
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-18,3,15.32
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-19,3,15.98
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-20,3,15.85
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-21,3,15.97
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-22,3,15.16
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-23,3,15.56
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-24,3,15.87
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-25,3,15.99
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-26,3,15.88
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-27,3,15.87
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-28,3,15.39
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-29,3,15.54
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-30,3,15.11
1,2022,1,Action Figure,Toys,9.99,15.99,2022-03-31,3,15.74
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-01,1,12.98
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-02,1,12.53
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-03,1,12.46
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-04,1,12.7
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-05,1,12.45
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-06,1,12.77
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-07,1,12.74
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-08,1,12.82
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-09,1,12.99
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-10,1,12.98
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-11,1,12.99
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-12,1,12.62
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-13,1,12.9
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-14,1,12.75
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-15,1,12.24
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-16,1,12.93
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-17,1,12.84
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-18,1,12.47
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-19,1,12.94
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-20,1,12.98
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-21,1,12.91
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-22,1,12.97
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-23,1,12.2
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-24,1,12.4
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-25,1,12.63
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-26,1,12.3
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-27,1,12.4
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-28,1,12.96
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-29,1,12.27
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-30,1,12.73
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-01-31,1,12.4
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-01,2,12.26
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-02,2,12.9
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-03,2,12.98
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-04,2,12.94
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-05,2,12.82
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-06,2,12.38
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-07,2,11.75
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-08,2,12.08
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-09,2,11.88
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-10,2,11.92
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-11,2,11.99
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-12,2,12.03
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-13,2,11.95
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-14,2,11.71
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-15,2,12.9
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-16,2,12.75
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-17,2,12.54
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-18,2,12.87
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-19,2,12.13
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-20,2,12.15
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-21,2,12.93
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-22,2,12.77
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-23,2,12.91
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-24,2,12.92
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-25,2,12.99
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-26,2,12.65
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-27,2,12.76
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-02-28,2,12.99
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-01,3,12.92
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-02,3,12.24
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-03,3,12.94
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-04,3,12.97
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-05,3,12.77
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-06,3,12.11
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-07,3,12.94
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-08,3,12.58
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-09,3,12.46
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-10,3,12.94
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-11,3,12.51
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-12,3,12.87
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-13,3,12.63
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-14,3,12.63
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-15,3,12.73
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-16,3,12.98
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-17,3,12.36
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-18,3,12.9
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-19,3,12.96
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-20,3,12.99
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-21,3,12.67
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-22,3,12.57
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-23,3,12.99
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-24,3,12.75
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-25,3,12.94
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-26,3,12.61
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-27,3,12.96
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-28,3,12.56
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-29,3,12.85
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-30,3,12.19
2,2022,1,Animal Figures,Toys,9.99,12.99,2022-03-31,3,12.97
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-01,1,3.96
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-02,1,3.99
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-03,1,3.75
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-04,1,3.78
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-05,1,3.97
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-06,1,3.87
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-07,1,3.8
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-08,1,3.9
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-09,1,3.91
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-10,1,3.97
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-11,1,3.99
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-12,1,3.77
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-13,1,3.76
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-14,1,3.88
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-15,1,3.96
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-16,1,3.96
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-17,1,3.84
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-18,1,3.77
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-19,1,3.77
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-20,1,3.82
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-21,1,3.87
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-22,1,3.99
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-23,1,3.98
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-24,1,3.76
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-25,1,3.89
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-26,1,3.99
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-27,1,3.99
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-28,1,3.87
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-29,1,3.99
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-30,1,3.98
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-01-31,1,3.91
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-01,2,3.86
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-02,2,3.87
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-03,2,3.98
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-04,2,3.85
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-05,2,3.97
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-06,2,3.96
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-07,2,3.62
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-08,2,3.63
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-09,2,3.61
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-10,2,3.63
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-11,2,3.64
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-12,2,3.7
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-13,2,3.67
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-14,2,3.68
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-15,2,3.97
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-16,2,3.73
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-17,2,3.95
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-18,2,3.77
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-19,2,3.88
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-20,2,3.81
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-21,2,3.92
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-22,2,3.9
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-23,2,3.92
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-24,2,3.98
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-25,2,3.84
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-26,2,3.97
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-27,2,3.99
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-02-28,2,3.87
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-01,3,3.98
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-02,3,3.74
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-03,3,3.74
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-04,3,3.76
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-05,3,3.95
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-06,3,3.99
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-07,3,3.75
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-08,3,3.94
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-09,3,3.73
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-10,3,3.73
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-11,3,3.79
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-12,3,3.97
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-13,3,3.95
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-14,3,3.79
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-15,3,3.96
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-16,3,3.98
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-17,3,3.9
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-18,3,3.75
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-19,3,3.85
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-20,3,3.9
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-21,3,3.99
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-22,3,3.88
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-23,3,3.72
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-24,3,3.98
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-25,3,3.91
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-26,3,3.77
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-27,3,3.84
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-28,3,3.85
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-29,3,3.85
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-30,3,3.95
3,2022,1,Barrel O' Slime,Art & Crafts,1.99,3.99,2022-03-31,3,3.97
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-01,1,12.39
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-02,1,12.39
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-03,1,12.31
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-04,1,12.23
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-05,1,12.75
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-06,1,12.76
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-07,1,12.41
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-08,1,12.61
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-09,1,12.54
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-10,1,12.41
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-11,1,12.27
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-12,1,12.89
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-13,1,12.86
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-14,1,12.98
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-15,1,12.69
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-16,1,12.99
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-17,1,12.79
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-18,1,12.72
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-19,1,12.92
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-20,1,12.67
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-21,1,12.99
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-22,1,12.99
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-23,1,12.37
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-24,1,12.87
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-25,1,12.98
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-26,1,12.74
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-27,1,12.45
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-28,1,12.95
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-29,1,12.64
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-30,1,12.98
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-01-31,1,12.99
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-01,2,12.73
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-02,2,12.72
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-03,2,12.62
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-04,2,12.51
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-05,2,12.12
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-06,2,12.75
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-07,2,11.95
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-08,2,11.77
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-09,2,11.98
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-10,2,11.91
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-11,2,12.05
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-12,2,12.07
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-13,2,11.71
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-14,2,11.75
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-15,2,12.55
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-16,2,12.84
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-17,2,12.96
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-18,2,12.97
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-19,2,12.93
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-20,2,12.72
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-21,2,12.53
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-22,2,12.59
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-23,2,12.92
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-24,2,12.16
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-25,2,12.49
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-26,2,12.71
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-27,2,12.65
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-02-28,2,12.83
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-03-01,3,12.93
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-03-02,3,12.87
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-03-03,3,12.47
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-03-04,3,12.99
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-03-05,3,12.98
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-03-06,3,12.99
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-03-07,3,12.99
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-03-08,3,12.32
4,2022,1,Chutes & Ladders,Games,9.99,12.99,2022-03-09,3,12.54
